Bedding_week,Date,Time,Age_in_months,IdLabel,total_visited_cages
1,2020-08-28,2023-03-15T10:00:00Z,18,16829E,91
1,2020-08-28,2023-03-15T10:00:00Z,20,16509C,67
1,2020-08-28,2023-03-15T10:00:00Z,25,14827B,139
1,2020-08-28,2023-03-15T10:00:00Z,37,10793A,37
1,2020-08-28,2023-03-15T11:00:00Z,12,19231J,13
1,2020-08-28,2023-03-15T11:00:00Z,15,18291F,121
1,2020-08-28,2023-03-15T11:00:00Z,18,16829E,36
1,2020-08-28,2023-03-15T11:00:00Z,20,16509C,36
1,2020-08-28,2023-03-15T11:00:00Z,25,14827B,29
1,2020-08-28,2023-03-15T11:00:00Z,37,10793A,26
1,2020-08-28,2023-03-15T12:00:00Z,12,19231J,11
1,2020-08-28,2023-03-15T12:00:00Z,15,18291F,16
1,2020-08-28,2023-03-15T12:00:00Z,18,16829E,7
1,2020-08-28,2023-03-15T12:00:00Z,20,16509C,5
1,2020-08-28,2023-03-15T12:00:00Z,25,14827B,2
1,2020-08-28,2023-03-15T12:00:00Z,37,10793A,11
1,2020-08-28,2023-03-15T13:00:00Z,15,18291F,27
1,2020-08-28,2023-03-15T13:00:00Z,20,16509C,37
1,2020-08-28,2023-03-15T13:00:00Z,25,14827B,59
1,2020-08-28,2023-03-15T14:00:00Z,12,19231J,82
1,2020-08-28,2023-03-15T14:00:00Z,15,18291F,53
1,2020-08-28,2023-03-15T14:00:00Z,18,16829E,40
1,2020-08-28,2023-03-15T14:00:00Z,20,16509C,27
1,2020-08-28,2023-03-15T14:00:00Z,25,14827B,39
1,2020-08-28,2023-03-15T14:00:00Z,37,10793A,6
1,2020-08-28,2023-03-15T15:00:00Z,12,19231J,16
1,2020-08-28,2023-03-15T15:00:00Z,15,18291F,15
1,2020-08-28,2023-03-15T15:00:00Z,18,16829E,2
1,2020-08-28,2023-03-15T15:00:00Z,20,16509C,5
1,2020-08-28,2023-03-15T15:00:00Z,25,14827B,5
1,2020-08-28,2023-03-15T16:00:00Z,12,19231J,295
1,2020-08-28,2023-03-15T16:00:00Z,15,18291F,196
1,2020-08-28,2023-03-15T16:00:00Z,18,16829E,85
1,2020-08-28,2023-03-15T16:00:00Z,20,16509C,119
1,2020-08-28,2023-03-15T16:00:00Z,25,14827B,207
1,2020-08-28,2023-03-15T16:00:00Z,37,10793A,25
1,2020-08-28,2023-03-15T17:00:00Z,12,19231J,161
1,2020-08-28,2023-03-15T17:00:00Z,15,18291F,131
1,2020-08-28,2023-03-15T17:00:00Z,18,16829E,91
1,2020-08-28,2023-03-15T17:00:00Z,20,16509C,159
1,2020-08-28,2023-03-15T17:00:00Z,25,14827B,215
1,2020-08-28,2023-03-15T17:00:00Z,37,10793A,23
1,2020-08-28,2023-03-15T18:00:00Z,12,19231J,71
1,2020-08-28,2023-03-15T18:00:00Z,15,18291F,64
1,2020-08-28,2023-03-15T18:00:00Z,18,16829E,17
1,2020-08-28,2023-03-15T18:00:00Z,20,16509C,39
1,2020-08-28,2023-03-15T18:00:00Z,25,14827B,212
1,2020-08-28,2023-03-15T18:00:00Z,37,10793A,26
1,2020-08-28,2023-03-15T19:00:00Z,12,19231J,7
1,2020-08-28,2023-03-15T19:00:00Z,15,18291F,21
1,2020-08-28,2023-03-15T19:00:00Z,18,16829E,18
1,2020-08-28,2023-03-15T19:00:00Z,20,16509C,37
1,2020-08-28,2023-03-15T19:00:00Z,25,14827B,50
1,2020-08-28,2023-03-15T19:00:00Z,37,10793A,2
1,2020-08-28,2023-03-15T20:00:00Z,12,19231J,19
1,2020-08-28,2023-03-15T20:00:00Z,15,18291F,12
1,2020-08-28,2023-03-15T20:00:00Z,18,16829E,47
1,2020-08-28,2023-03-15T20:00:00Z,20,16509C,56
1,2020-08-28,2023-03-15T20:00:00Z,25,14827B,5
1,2020-08-28,2023-03-15T20:00:00Z,37,10793A,2
1,2020-08-28,2023-03-15T21:00:00Z,12,19231J,66
1,2020-08-28,2023-03-15T21:00:00Z,15,18291F,4
1,2020-08-28,2023-03-15T21:00:00Z,18,16829E,61
1,2020-08-28,2023-03-15T21:00:00Z,20,16509C,58
1,2020-08-28,2023-03-15T21:00:00Z,25,14827B,45
1,2020-08-28,2023-03-15T22:00:00Z,12,19231J,114
1,2020-08-28,2023-03-15T22:00:00Z,15,18291F,80
1,2020-08-28,2023-03-15T22:00:00Z,18,16829E,60
1,2020-08-28,2023-03-15T22:00:00Z,20,16509C,80
1,2020-08-28,2023-03-15T22:00:00Z,25,14827B,220
1,2020-08-28,2023-03-15T22:00:00Z,37,10793A,4
1,2020-08-28,2023-03-15T23:00:00Z,12,19231J,110
1,2020-08-28,2023-03-15T23:00:00Z,15,18291F,108
1,2020-08-28,2023-03-15T23:00:00Z,18,16829E,30
1,2020-08-28,2023-03-15T23:00:00Z,20,16509C,41
1,2020-08-28,2023-03-15T23:00:00Z,25,14827B,210
1,2020-08-28,2023-03-15T23:00:00Z,37,10793A,33
1,2020-08-29,2023-03-15T00:00:00Z,12,19231J,30
1,2020-08-29,2023-03-15T00:00:00Z,15,18291F,14
1,2020-08-29,2023-03-15T00:00:00Z,18,16829E,35
1,2020-08-29,2023-03-15T00:00:00Z,20,16509C,47
1,2020-08-29,2023-03-15T00:00:00Z,25,14827B,23
1,2020-08-29,2023-03-15T00:00:00Z,37,10793A,32
1,2020-08-29,2023-03-15T01:00:00Z,12,19231J,2
1,2020-08-29,2023-03-15T01:00:00Z,15,18291F,2
1,2020-08-29,2023-03-15T01:00:00Z,18,16829E,2
1,2020-08-29,2023-03-15T01:00:00Z,37,10793A,17
1,2020-08-29,2023-03-15T02:00:00Z,15,18291F,7
1,2020-08-29,2023-03-15T02:00:00Z,18,16829E,12
1,2020-08-29,2023-03-15T02:00:00Z,25,14827B,27
1,2020-08-29,2023-03-15T02:00:00Z,37,10793A,1
1,2020-08-29,2023-03-15T03:00:00Z,12,19231J,4
1,2020-08-29,2023-03-15T03:00:00Z,15,18291F,45
1,2020-08-29,2023-03-15T03:00:00Z,18,16829E,5
1,2020-08-29,2023-03-15T03:00:00Z,20,16509C,1
1,2020-08-29,2023-03-15T03:00:00Z,25,14827B,31
1,2020-08-29,2023-03-15T03:00:00Z,37,10793A,8
1,2020-08-29,2023-03-15T04:00:00Z,12,19231J,22
1,2020-08-29,2023-03-15T04:00:00Z,15,18291F,125
1,2020-08-29,2023-03-15T04:00:00Z,20,16509C,7
1,2020-08-29,2023-03-15T05:00:00Z,12,19231J,5
1,2020-08-29,2023-03-15T05:00:00Z,18,16829E,15
1,2020-08-29,2023-03-15T05:00:00Z,20,16509C,23
1,2020-08-29,2023-03-15T05:00:00Z,25,14827B,15
1,2020-08-29,2023-03-15T06:00:00Z,12,19231J,11
1,2020-08-29,2023-03-15T06:00:00Z,15,18291F,4
1,2020-08-29,2023-03-15T06:00:00Z,20,16509C,7
1,2020-08-29,2023-03-15T06:00:00Z,25,14827B,14
1,2020-08-29,2023-03-15T06:00:00Z,37,10793A,20
1,2020-08-29,2023-03-15T07:00:00Z,12,19231J,8
1,2020-08-29,2023-03-15T07:00:00Z,15,18291F,29
1,2020-08-29,2023-03-15T07:00:00Z,18,16829E,4
1,2020-08-29,2023-03-15T07:00:00Z,20,16509C,7
1,2020-08-29,2023-03-15T08:00:00Z,12,19231J,38
1,2020-08-29,2023-03-15T08:00:00Z,18,16829E,15
1,2020-08-29,2023-03-15T08:00:00Z,37,10793A,6
1,2020-08-29,2023-03-15T09:00:00Z,12,19231J,4
1,2020-08-29,2023-03-15T09:00:00Z,15,18291F,2
1,2020-08-29,2023-03-15T09:00:00Z,20,16509C,26
1,2020-08-29,2023-03-15T09:00:00Z,25,14827B,64
1,2020-08-29,2023-03-15T10:00:00Z,12,19231J,10
1,2020-08-29,2023-03-15T10:00:00Z,15,18291F,51
1,2020-08-29,2023-03-15T10:00:00Z,18,16829E,27
1,2020-08-29,2023-03-15T10:00:00Z,20,16509C,10
1,2020-08-29,2023-03-15T10:00:00Z,25,14827B,22
1,2020-08-29,2023-03-15T10:00:00Z,37,10793A,2
1,2020-08-29,2023-03-15T11:00:00Z,12,19231J,17
1,2020-08-29,2023-03-15T11:00:00Z,15,18291F,29
1,2020-08-29,2023-03-15T11:00:00Z,18,16829E,19
1,2020-08-29,2023-03-15T11:00:00Z,20,16509C,8
1,2020-08-29,2023-03-15T11:00:00Z,25,14827B,16
1,2020-08-29,2023-03-15T11:00:00Z,37,10793A,26
1,2020-08-29,2023-03-15T12:00:00Z,12,19231J,1
1,2020-08-29,2023-03-15T12:00:00Z,15,18291F,32
1,2020-08-29,2023-03-15T12:00:00Z,18,16829E,4
1,2020-08-29,2023-03-15T12:00:00Z,20,16509C,62
1,2020-08-29,2023-03-15T12:00:00Z,25,14827B,14
1,2020-08-29,2023-03-15T12:00:00Z,37,10793A,9
1,2020-08-29,2023-03-15T13:00:00Z,12,19231J,149
1,2020-08-29,2023-03-15T13:00:00Z,15,18291F,28
1,2020-08-29,2023-03-15T13:00:00Z,20,16509C,61
1,2020-08-29,2023-03-15T13:00:00Z,25,14827B,123
1,2020-08-29,2023-03-15T13:00:00Z,37,10793A,10
1,2020-08-29,2023-03-15T14:00:00Z,12,19231J,223
1,2020-08-29,2023-03-15T14:00:00Z,15,18291F,15
1,2020-08-29,2023-03-15T14:00:00Z,18,16829E,34
1,2020-08-29,2023-03-15T14:00:00Z,20,16509C,1
1,2020-08-29,2023-03-15T14:00:00Z,25,14827B,2
1,2020-08-29,2023-03-15T15:00:00Z,12,19231J,72
1,2020-08-29,2023-03-15T15:00:00Z,15,18291F,185
1,2020-08-29,2023-03-15T15:00:00Z,18,16829E,102
1,2020-08-29,2023-03-15T15:00:00Z,20,16509C,153
1,2020-08-29,2023-03-15T15:00:00Z,25,14827B,268
1,2020-08-29,2023-03-15T15:00:00Z,37,10793A,30
1,2020-08-29,2023-03-15T16:00:00Z,12,19231J,101
1,2020-08-29,2023-03-15T16:00:00Z,15,18291F,204
1,2020-08-29,2023-03-15T16:00:00Z,18,16829E,111
1,2020-08-29,2023-03-15T16:00:00Z,20,16509C,93
1,2020-08-29,2023-03-15T16:00:00Z,25,14827B,332
1,2020-08-29,2023-03-15T16:00:00Z,37,10793A,18
1,2020-08-29,2023-03-15T17:00:00Z,12,19231J,105
1,2020-08-29,2023-03-15T17:00:00Z,15,18291F,116
1,2020-08-29,2023-03-15T17:00:00Z,18,16829E,28
1,2020-08-29,2023-03-15T17:00:00Z,20,16509C,68
1,2020-08-29,2023-03-15T17:00:00Z,25,14827B,223
1,2020-08-29,2023-03-15T17:00:00Z,37,10793A,17
1,2020-08-29,2023-03-15T18:00:00Z,12,19231J,29
1,2020-08-29,2023-03-15T18:00:00Z,15,18291F,98
1,2020-08-29,2023-03-15T18:00:00Z,18,16829E,14
1,2020-08-29,2023-03-15T18:00:00Z,20,16509C,65
1,2020-08-29,2023-03-15T18:00:00Z,25,14827B,40
1,2020-08-29,2023-03-15T18:00:00Z,37,10793A,24
1,2020-08-29,2023-03-15T19:00:00Z,12,19231J,19
1,2020-08-29,2023-03-15T19:00:00Z,15,18291F,141
1,2020-08-29,2023-03-15T19:00:00Z,18,16829E,54
1,2020-08-29,2023-03-15T19:00:00Z,20,16509C,20
1,2020-08-29,2023-03-15T19:00:00Z,25,14827B,263
1,2020-08-29,2023-03-15T19:00:00Z,37,10793A,4
1,2020-08-29,2023-03-15T20:00:00Z,12,19231J,20
1,2020-08-29,2023-03-15T20:00:00Z,15,18291F,25
1,2020-08-29,2023-03-15T20:00:00Z,18,16829E,27
1,2020-08-29,2023-03-15T20:00:00Z,20,16509C,71
1,2020-08-29,2023-03-15T20:00:00Z,25,14827B,56
1,2020-08-29,2023-03-15T20:00:00Z,37,10793A,7
1,2020-08-29,2023-03-15T21:00:00Z,12,19231J,109
1,2020-08-29,2023-03-15T21:00:00Z,15,18291F,98
1,2020-08-29,2023-03-15T21:00:00Z,18,16829E,32
1,2020-08-29,2023-03-15T21:00:00Z,20,16509C,57
1,2020-08-29,2023-03-15T21:00:00Z,25,14827B,19
1,2020-08-29,2023-03-15T22:00:00Z,12,19231J,75
1,2020-08-29,2023-03-15T22:00:00Z,15,18291F,33
1,2020-08-29,2023-03-15T22:00:00Z,18,16829E,83
1,2020-08-29,2023-03-15T22:00:00Z,20,16509C,97
1,2020-08-29,2023-03-15T22:00:00Z,25,14827B,162
1,2020-08-29,2023-03-15T22:00:00Z,37,10793A,20
1,2020-08-29,2023-03-15T23:00:00Z,12,19231J,80
1,2020-08-29,2023-03-15T23:00:00Z,15,18291F,29
1,2020-08-29,2023-03-15T23:00:00Z,18,16829E,51
1,2020-08-29,2023-03-15T23:00:00Z,20,16509C,9
1,2020-08-29,2023-03-15T23:00:00Z,25,14827B,184
1,2020-08-29,2023-03-15T23:00:00Z,37,10793A,17
1,2020-08-30,2023-03-15T00:00:00Z,12,19231J,1
1,2020-08-30,2023-03-15T00:00:00Z,15,18291F,60
1,2020-08-30,2023-03-15T00:00:00Z,18,16829E,13
1,2020-08-30,2023-03-15T00:00:00Z,20,16509C,21
1,2020-08-30,2023-03-15T00:00:00Z,25,14827B,1
1,2020-08-30,2023-03-15T00:00:00Z,37,10793A,22
1,2020-08-30,2023-03-15T01:00:00Z,12,19231J,8
1,2020-08-30,2023-03-15T01:00:00Z,15,18291F,4
1,2020-08-30,2023-03-15T01:00:00Z,25,14827B,6
1,2020-08-30,2023-03-15T01:00:00Z,37,10793A,17
1,2020-08-30,2023-03-15T02:00:00Z,15,18291F,11
1,2020-08-30,2023-03-15T02:00:00Z,18,16829E,9
1,2020-08-30,2023-03-15T02:00:00Z,25,14827B,25
1,2020-08-30,2023-03-15T03:00:00Z,12,19231J,26
1,2020-08-30,2023-03-15T03:00:00Z,15,18291F,2
1,2020-08-30,2023-03-15T03:00:00Z,18,16829E,7
1,2020-08-30,2023-03-15T03:00:00Z,25,14827B,69
1,2020-08-30,2023-03-15T03:00:00Z,37,10793A,1
1,2020-08-30,2023-03-15T04:00:00Z,15,18291F,5
1,2020-08-30,2023-03-15T04:00:00Z,18,16829E,6
1,2020-08-30,2023-03-15T04:00:00Z,25,14827B,1
1,2020-08-30,2023-03-15T04:00:00Z,37,10793A,1
1,2020-08-30,2023-03-15T05:00:00Z,15,18291F,7
1,2020-08-30,2023-03-15T05:00:00Z,18,16829E,1
1,2020-08-30,2023-03-15T05:00:00Z,20,16509C,34
1,2020-08-30,2023-03-15T05:00:00Z,25,14827B,26
1,2020-08-30,2023-03-15T06:00:00Z,12,19231J,1
1,2020-08-30,2023-03-15T06:00:00Z,15,18291F,25
1,2020-08-30,2023-03-15T06:00:00Z,18,16829E,9
1,2020-08-30,2023-03-15T06:00:00Z,20,16509C,17
1,2020-08-30,2023-03-15T06:00:00Z,37,10793A,13
1,2020-08-30,2023-03-15T07:00:00Z,12,19231J,12
1,2020-08-30,2023-03-15T07:00:00Z,15,18291F,1
1,2020-08-30,2023-03-15T07:00:00Z,18,16829E,2
1,2020-08-30,2023-03-15T07:00:00Z,25,14827B,3
1,2020-08-30,2023-03-15T08:00:00Z,12,19231J,17
1,2020-08-30,2023-03-15T08:00:00Z,15,18291F,78
1,2020-08-30,2023-03-15T08:00:00Z,18,16829E,12
1,2020-08-30,2023-03-15T08:00:00Z,37,10793A,6
1,2020-08-30,2023-03-15T09:00:00Z,12,19231J,32
1,2020-08-30,2023-03-15T09:00:00Z,15,18291F,36
1,2020-08-30,2023-03-15T09:00:00Z,18,16829E,3
1,2020-08-30,2023-03-15T09:00:00Z,20,16509C,19
1,2020-08-30,2023-03-15T09:00:00Z,25,14827B,31
1,2020-08-30,2023-03-15T10:00:00Z,12,19231J,2
1,2020-08-30,2023-03-15T10:00:00Z,18,16829E,27
1,2020-08-30,2023-03-15T10:00:00Z,25,14827B,2
1,2020-08-30,2023-03-15T10:00:00Z,37,10793A,3
1,2020-08-30,2023-03-15T11:00:00Z,12,19231J,35
1,2020-08-30,2023-03-15T11:00:00Z,15,18291F,65
1,2020-08-30,2023-03-15T11:00:00Z,18,16829E,18
1,2020-08-30,2023-03-15T11:00:00Z,20,16509C,72
1,2020-08-30,2023-03-15T11:00:00Z,25,14827B,84
1,2020-08-30,2023-03-15T11:00:00Z,37,10793A,16
1,2020-08-30,2023-03-15T12:00:00Z,12,19231J,30
1,2020-08-30,2023-03-15T12:00:00Z,15,18291F,27
1,2020-08-30,2023-03-15T12:00:00Z,18,16829E,14
1,2020-08-30,2023-03-15T12:00:00Z,20,16509C,37
1,2020-08-30,2023-03-15T12:00:00Z,37,10793A,4
1,2020-08-30,2023-03-15T13:00:00Z,12,19231J,22
1,2020-08-30,2023-03-15T13:00:00Z,15,18291F,12
1,2020-08-30,2023-03-15T13:00:00Z,18,16829E,15
1,2020-08-30,2023-03-15T13:00:00Z,20,16509C,1
1,2020-08-30,2023-03-15T13:00:00Z,25,14827B,31
1,2020-08-30,2023-03-15T13:00:00Z,37,10793A,43
1,2020-08-30,2023-03-15T14:00:00Z,12,19231J,88
1,2020-08-30,2023-03-15T14:00:00Z,15,18291F,236
1,2020-08-30,2023-03-15T14:00:00Z,18,16829E,29
1,2020-08-30,2023-03-15T14:00:00Z,20,16509C,107
1,2020-08-30,2023-03-15T14:00:00Z,25,14827B,122
1,2020-08-30,2023-03-15T14:00:00Z,37,10793A,32
1,2020-08-30,2023-03-15T15:00:00Z,12,19231J,248
1,2020-08-30,2023-03-15T15:00:00Z,15,18291F,186
1,2020-08-30,2023-03-15T15:00:00Z,18,16829E,140
1,2020-08-30,2023-03-15T15:00:00Z,20,16509C,153
1,2020-08-30,2023-03-15T15:00:00Z,25,14827B,266
1,2020-08-30,2023-03-15T15:00:00Z,37,10793A,36
1,2020-08-30,2023-03-15T16:00:00Z,12,19231J,141
1,2020-08-30,2023-03-15T16:00:00Z,15,18291F,91
1,2020-08-30,2023-03-15T16:00:00Z,18,16829E,202
1,2020-08-30,2023-03-15T16:00:00Z,20,16509C,97
1,2020-08-30,2023-03-15T16:00:00Z,25,14827B,214
1,2020-08-30,2023-03-15T16:00:00Z,37,10793A,13
1,2020-08-30,2023-03-15T17:00:00Z,12,19231J,36
1,2020-08-30,2023-03-15T17:00:00Z,15,18291F,179
1,2020-08-30,2023-03-15T17:00:00Z,18,16829E,170
1,2020-08-30,2023-03-15T17:00:00Z,20,16509C,45
1,2020-08-30,2023-03-15T17:00:00Z,25,14827B,58
1,2020-08-30,2023-03-15T18:00:00Z,12,19231J,28
1,2020-08-30,2023-03-15T18:00:00Z,15,18291F,28
1,2020-08-30,2023-03-15T18:00:00Z,18,16829E,56
1,2020-08-30,2023-03-15T18:00:00Z,25,14827B,69
1,2020-08-30,2023-03-15T19:00:00Z,12,19231J,11
1,2020-08-30,2023-03-15T19:00:00Z,15,18291F,2
1,2020-08-30,2023-03-15T19:00:00Z,18,16829E,14
1,2020-08-30,2023-03-15T19:00:00Z,20,16509C,4
1,2020-08-30,2023-03-15T19:00:00Z,25,14827B,177
1,2020-08-30,2023-03-15T20:00:00Z,12,19231J,68
1,2020-08-30,2023-03-15T20:00:00Z,15,18291F,80
1,2020-08-30,2023-03-15T20:00:00Z,18,16829E,80
1,2020-08-30,2023-03-15T20:00:00Z,20,16509C,64
1,2020-08-30,2023-03-15T20:00:00Z,25,14827B,157
1,2020-08-30,2023-03-15T20:00:00Z,37,10793A,29
1,2020-08-30,2023-03-15T21:00:00Z,12,19231J,88
1,2020-08-30,2023-03-15T21:00:00Z,15,18291F,221
1,2020-08-30,2023-03-15T21:00:00Z,18,16829E,77
1,2020-08-30,2023-03-15T21:00:00Z,20,16509C,89
1,2020-08-30,2023-03-15T21:00:00Z,25,14827B,163
1,2020-08-30,2023-03-15T21:00:00Z,37,10793A,5
1,2020-08-30,2023-03-15T22:00:00Z,12,19231J,47
1,2020-08-30,2023-03-15T22:00:00Z,15,18291F,129
1,2020-08-30,2023-03-15T22:00:00Z,18,16829E,94
1,2020-08-30,2023-03-15T22:00:00Z,20,16509C,70
1,2020-08-30,2023-03-15T22:00:00Z,25,14827B,203
1,2020-08-30,2023-03-15T22:00:00Z,37,10793A,28
1,2020-08-30,2023-03-15T23:00:00Z,12,19231J,10
1,2020-08-30,2023-03-15T23:00:00Z,15,18291F,81
1,2020-08-30,2023-03-15T23:00:00Z,18,16829E,47
1,2020-08-30,2023-03-15T23:00:00Z,20,16509C,1
1,2020-08-30,2023-03-15T23:00:00Z,25,14827B,135
1,2020-08-30,2023-03-15T23:00:00Z,37,10793A,22
1,2020-08-31,2023-03-15T00:00:00Z,12,19231J,74
1,2020-08-31,2023-03-15T00:00:00Z,15,18291F,25
1,2020-08-31,2023-03-15T00:00:00Z,18,16829E,2
1,2020-08-31,2023-03-15T00:00:00Z,20,16509C,55
1,2020-08-31,2023-03-15T00:00:00Z,25,14827B,1
1,2020-08-31,2023-03-15T00:00:00Z,37,10793A,26
1,2020-08-31,2023-03-15T01:00:00Z,15,18291F,1
1,2020-08-31,2023-03-15T01:00:00Z,18,16829E,1
1,2020-08-31,2023-03-15T01:00:00Z,25,14827B,19
1,2020-08-31,2023-03-15T01:00:00Z,37,10793A,1
1,2020-08-31,2023-03-15T02:00:00Z,12,19231J,4
1,2020-08-31,2023-03-15T02:00:00Z,15,18291F,1
1,2020-08-31,2023-03-15T02:00:00Z,18,16829E,7
1,2020-08-31,2023-03-15T02:00:00Z,25,14827B,7
1,2020-08-31,2023-03-15T03:00:00Z,15,18291F,14
1,2020-08-31,2023-03-15T03:00:00Z,18,16829E,8
1,2020-08-31,2023-03-15T03:00:00Z,20,16509C,12
1,2020-08-31,2023-03-15T03:00:00Z,25,14827B,16
1,2020-08-31,2023-03-15T03:00:00Z,37,10793A,1
1,2020-08-31,2023-03-15T04:00:00Z,15,18291F,2
1,2020-08-31,2023-03-15T04:00:00Z,20,16509C,1
1,2020-08-31,2023-03-15T05:00:00Z,12,19231J,29
1,2020-08-31,2023-03-15T05:00:00Z,15,18291F,5
1,2020-08-31,2023-03-15T05:00:00Z,18,16829E,9
1,2020-08-31,2023-03-15T05:00:00Z,20,16509C,11
1,2020-08-31,2023-03-15T05:00:00Z,25,14827B,17
1,2020-08-31,2023-03-15T05:00:00Z,37,10793A,6
1,2020-08-31,2023-03-15T06:00:00Z,12,19231J,4
1,2020-08-31,2023-03-15T06:00:00Z,15,18291F,6
1,2020-08-31,2023-03-15T06:00:00Z,18,16829E,1
1,2020-08-31,2023-03-15T06:00:00Z,25,14827B,29
1,2020-08-31,2023-03-15T06:00:00Z,37,10793A,3
1,2020-08-31,2023-03-15T07:00:00Z,15,18291F,54
1,2020-08-31,2023-03-15T07:00:00Z,18,16829E,31
1,2020-08-31,2023-03-15T07:00:00Z,37,10793A,1
1,2020-08-31,2023-03-15T08:00:00Z,12,19231J,3
1,2020-08-31,2023-03-15T08:00:00Z,20,16509C,20
1,2020-08-31,2023-03-15T08:00:00Z,25,14827B,1
1,2020-08-31,2023-03-15T09:00:00Z,12,19231J,101
1,2020-08-31,2023-03-15T09:00:00Z,15,18291F,79
1,2020-08-31,2023-03-15T09:00:00Z,18,16829E,148
1,2020-08-31,2023-03-15T09:00:00Z,20,16509C,187
1,2020-08-31,2023-03-15T09:00:00Z,25,14827B,163
1,2020-08-31,2023-03-15T09:00:00Z,37,10793A,42
1,2020-08-31,2023-03-15T10:00:00Z,12,19231J,79
1,2020-08-31,2023-03-15T10:00:00Z,15,18291F,124
1,2020-08-31,2023-03-15T10:00:00Z,18,16829E,55
1,2020-08-31,2023-03-15T10:00:00Z,20,16509C,63
1,2020-08-31,2023-03-15T10:00:00Z,25,14827B,171
1,2020-08-31,2023-03-15T10:00:00Z,37,10793A,40
1,2020-08-31,2023-03-15T11:00:00Z,12,19231J,17
1,2020-08-31,2023-03-15T11:00:00Z,15,18291F,65
1,2020-08-31,2023-03-15T11:00:00Z,18,16829E,1
1,2020-08-31,2023-03-15T11:00:00Z,25,14827B,15
1,2020-08-31,2023-03-15T11:00:00Z,37,10793A,28
1,2020-08-31,2023-03-15T12:00:00Z,12,19231J,7
1,2020-08-31,2023-03-15T12:00:00Z,15,18291F,30
1,2020-08-31,2023-03-15T12:00:00Z,18,16829E,30
1,2020-08-31,2023-03-15T13:00:00Z,12,19231J,18
1,2020-08-31,2023-03-15T13:00:00Z,15,18291F,10
1,2020-08-31,2023-03-15T13:00:00Z,18,16829E,10
1,2020-08-31,2023-03-15T13:00:00Z,20,16509C,46
1,2020-08-31,2023-03-15T13:00:00Z,25,14827B,19
1,2020-08-31,2023-03-15T13:00:00Z,37,10793A,10
1,2020-08-31,2023-03-15T14:00:00Z,12,19231J,143
1,2020-08-31,2023-03-15T14:00:00Z,15,18291F,104
1,2020-08-31,2023-03-15T14:00:00Z,18,16829E,61
1,2020-08-31,2023-03-15T14:00:00Z,20,16509C,128
1,2020-08-31,2023-03-15T14:00:00Z,25,14827B,181
1,2020-08-31,2023-03-15T14:00:00Z,37,10793A,32
1,2020-08-31,2023-03-15T15:00:00Z,12,19231J,122
1,2020-08-31,2023-03-15T15:00:00Z,15,18291F,192
1,2020-08-31,2023-03-15T15:00:00Z,18,16829E,169
1,2020-08-31,2023-03-15T15:00:00Z,20,16509C,134
1,2020-08-31,2023-03-15T15:00:00Z,25,14827B,297
1,2020-08-31,2023-03-15T15:00:00Z,37,10793A,36
1,2020-08-31,2023-03-15T16:00:00Z,12,19231J,56
1,2020-08-31,2023-03-15T16:00:00Z,15,18291F,14
1,2020-08-31,2023-03-15T16:00:00Z,18,16829E,35
1,2020-08-31,2023-03-15T16:00:00Z,20,16509C,64
1,2020-08-31,2023-03-15T16:00:00Z,25,14827B,279
1,2020-08-31,2023-03-15T16:00:00Z,37,10793A,8
1,2020-08-31,2023-03-15T17:00:00Z,12,19231J,15
1,2020-08-31,2023-03-15T17:00:00Z,15,18291F,6
1,2020-08-31,2023-03-15T17:00:00Z,18,16829E,67
1,2020-08-31,2023-03-15T17:00:00Z,20,16509C,43
1,2020-08-31,2023-03-15T17:00:00Z,25,14827B,147
1,2020-08-31,2023-03-15T18:00:00Z,12,19231J,11
1,2020-08-31,2023-03-15T18:00:00Z,15,18291F,82
1,2020-08-31,2023-03-15T18:00:00Z,18,16829E,66
1,2020-08-31,2023-03-15T18:00:00Z,20,16509C,73
1,2020-08-31,2023-03-15T18:00:00Z,25,14827B,44
1,2020-08-31,2023-03-15T18:00:00Z,37,10793A,15
1,2020-08-31,2023-03-15T19:00:00Z,12,19231J,15
1,2020-08-31,2023-03-15T19:00:00Z,15,18291F,183
1,2020-08-31,2023-03-15T19:00:00Z,18,16829E,2
1,2020-08-31,2023-03-15T19:00:00Z,20,16509C,29
1,2020-08-31,2023-03-15T19:00:00Z,25,14827B,15
1,2020-08-31,2023-03-15T19:00:00Z,37,10793A,1
1,2020-08-31,2023-03-15T20:00:00Z,12,19231J,75
1,2020-08-31,2023-03-15T20:00:00Z,15,18291F,17
1,2020-08-31,2023-03-15T20:00:00Z,18,16829E,31
1,2020-08-31,2023-03-15T20:00:00Z,20,16509C,27
1,2020-08-31,2023-03-15T20:00:00Z,25,14827B,172
1,2020-08-31,2023-03-15T21:00:00Z,12,19231J,89
1,2020-08-31,2023-03-15T21:00:00Z,15,18291F,12
1,2020-08-31,2023-03-15T21:00:00Z,18,16829E,74
1,2020-08-31,2023-03-15T21:00:00Z,20,16509C,61
1,2020-08-31,2023-03-15T21:00:00Z,25,14827B,116
1,2020-08-31,2023-03-15T21:00:00Z,37,10793A,1
1,2020-08-31,2023-03-15T22:00:00Z,12,19231J,44
1,2020-08-31,2023-03-15T22:00:00Z,15,18291F,98
1,2020-08-31,2023-03-15T22:00:00Z,18,16829E,81
1,2020-08-31,2023-03-15T22:00:00Z,20,16509C,64
