Date,Day,Time,Phase,Cage,IdLabel,Age_in_months,hourly_duration
2020-08-26,4,2023-03-15T12:00:00Z,dark,Cage 3-2,16509C,20,97.479
2020-08-26,4,2023-03-15T12:00:00Z,dark,Cage 3-3,14827B,25,12.629
2020-08-26,4,2023-03-15T12:00:00Z,dark,Cage 3-3,16509C,20,185.472
2020-08-26,4,2023-03-15T12:00:00Z,dark,Cage 3-4,14827B,25,3558.656
2020-08-26,4,2023-03-15T12:00:00Z,dark,Cage 3-4,16509C,20,16.421
2020-08-26,4,2023-03-15T12:00:00Z,dark,Cage 3-5,16509C,20,47.783
2020-08-26,4,2023-03-15T12:00:00Z,dark,Cage 3-6,16509C,20,5.859
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 1-1,18291F,15,253.695
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 1-1,19231J,12,46.084
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 1-2,18291F,15,96.266
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 1-2,19231J,12,362.505
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 1-3,18291F,15,59.056
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 1-3,19231J,12,119.346
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 1-4,18291F,15,314.106
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 1-4,19231J,12,60.698
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 1-5,18291F,15,47.298
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 1-5,19231J,12,112.398
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 1-6,18291F,15,436.967
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 1-6,19231J,12,154.348
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 2-1,16829E,18,103.903
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 2-1,18291F,15,6.355
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 2-2,16829E,18,132.628
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 2-2,18291F,15,53.032
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 2-2,19231J,12,69.314
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 2-3,10793A,37,30.125
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 2-3,16829E,18,610.348
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 2-3,18291F,15,103.625
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 2-3,19231J,12,8.354
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 2-4,10793A,37,148.237
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 2-4,16829E,18,52.813
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 2-4,18291F,15,43.861
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 2-4,19231J,12,9.15
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 2-5,10793A,37,19.417
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 2-5,16829E,18,201.851
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 2-5,18291F,15,127.289
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 2-5,19231J,12,16.904
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 2-6,10793A,37,35.549
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 2-6,16829E,18,133.907
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 2-6,18291F,15,93.28
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 2-6,19231J,12,4.849
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 3-1,10793A,37,5.911
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 3-1,16509C,20,57.694
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 3-2,10793A,37,1804.875
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 3-2,16509C,20,680.028
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 3-3,10793A,37,40.562
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 3-3,16509C,20,190.604
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 3-4,10793A,37,34.091
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 3-4,14827B,25,1260.756
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 3-4,16509C,20,125.219
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 3-5,10793A,37,50.506
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 3-5,16509C,20,75.616
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 3-6,10793A,37,15.983
2020-08-26,4,2023-03-15T13:00:00Z,dark,Cage 3-6,16509C,20,427.667
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 1-1,18291F,15,83.935
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 1-1,19231J,12,2.847
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 1-2,10793A,37,238.557
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 1-2,14827B,25,15.546
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 1-2,18291F,15,4.918
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 1-2,19231J,12,3.795
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 1-3,18291F,15,135.974
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 1-3,19231J,12,1.709
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 1-4,10793A,37,34.644
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 1-4,14827B,25,20.413
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 1-4,18291F,15,16.173
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 1-4,19231J,12,1.543
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 1-5,18291F,15,19.05
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 1-5,19231J,12,6.366
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 1-6,10793A,37,735.709
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 1-6,18291F,15,18.635
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 1-6,19231J,12,19.047
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 2-1,14827B,25,67.711
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 2-1,16829E,18,47.094
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 2-1,18291F,15,7.811
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 2-1,19231J,12,306.01
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 2-2,10793A,37,56.641
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 2-2,14827B,25,104.302
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 2-2,16829E,18,26.922
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 2-2,19231J,12,404.922
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 2-3,10793A,37,17.995
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 2-3,14827B,25,40.757
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 2-3,16829E,18,65.475
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 2-3,18291F,15,28.208
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 2-3,19231J,12,62.12
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 2-4,10793A,37,14.902
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 2-4,14827B,25,9.886
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 2-4,16829E,18,138.958
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 2-4,18291F,15,6.771
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 2-4,19231J,12,8.686
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 2-5,10793A,37,40.352
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 2-5,14827B,25,27.983
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 2-5,16829E,18,191.321
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 2-5,18291F,15,62.45
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 2-5,19231J,12,71.409
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 2-6,10793A,37,450.445
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 2-6,14827B,25,29.02
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 2-6,16829E,18,4046.064
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 2-6,18291F,15,9.898
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 2-6,19231J,12,43.446
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 3-1,14827B,25,15.067
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 3-1,16509C,20,3312.279
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 3-1,18291F,15,621.603
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 3-1,19231J,12,412.402
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 3-2,10793A,37,2.476
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 3-2,14827B,25,74.576
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 3-2,16509C,20,30.783
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 3-2,18291F,15,100.421
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 3-2,19231J,12,290.075
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 3-3,14827B,25,143.286
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 3-3,16509C,20,318.149
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 3-3,19231J,12,126.946
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 3-4,14827B,25,42.187
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 3-4,16509C,20,55.891
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 3-4,19231J,12,118.414
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 3-5,14827B,25,5.743
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 3-5,16509C,20,67.6
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 3-5,19231J,12,188.443
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 3-6,14827B,25,7.996
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 3-6,16509C,20,65.242
2020-08-26,4,2023-03-15T14:00:00Z,dark,Cage 3-6,19231J,12,100.409
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 1-1,14827B,25,282.855
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 1-2,14827B,25,41.108
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 1-3,14827B,25,96.03
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 1-4,14827B,25,39.101
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 1-5,14827B,25,83.177
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 1-6,14827B,25,29.917
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 2-1,14827B,25,24.419
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 2-1,16829E,18,1452.299
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 2-1,18291F,15,6.152
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 2-2,16829E,18,372.234
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 2-2,18291F,15,6.041
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 2-3,14827B,25,26.651
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 2-3,16829E,18,80.359
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 2-3,18291F,15,51.895
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 2-4,14827B,25,38.13
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 2-4,16829E,18,2.121
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 2-4,18291F,15,7.07
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 2-5,14827B,25,24.454
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 2-5,16829E,18,46.677
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 2-5,18291F,15,5.051
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 2-6,14827B,25,1.239
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 2-6,18291F,15,2589.661
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 3-1,16509C,20,491.666
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 3-1,18291F,15,9.733
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 3-2,16509C,20,51.295
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 3-2,18291F,15,25.067
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 3-3,16509C,20,98.216
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 3-3,18291F,15,17.987
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 3-3,19231J,12,4.108
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 3-4,16509C,20,4.425
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 3-4,18291F,15,3.443
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 3-5,16509C,20,13.23
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 3-5,18291F,15,15.698
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 3-5,19231J,12,2.184
2020-08-26,4,2023-03-15T15:00:00Z,dark,Cage 3-6,16509C,20,13.1
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 1-1,18291F,15,50.494
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 1-2,18291F,15,49.47
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 1-3,18291F,15,262.433
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 1-4,18291F,15,183.087
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 1-5,18291F,15,23.228
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 1-6,18291F,15,38.474
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 2-1,10793A,37,18.324
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 2-1,14827B,25,4.677
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 2-1,18291F,15,444.951
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 2-2,10793A,37,4.728
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 2-2,14827B,25,19.669
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 2-2,16829E,18,12.256
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 2-2,18291F,15,31.919
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 2-3,14827B,25,60.625
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 2-3,16829E,18,432.271
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 2-3,18291F,15,120.204
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 2-4,10793A,37,3.069
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 2-4,14827B,25,31.455
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 2-4,16829E,18,11.868
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 2-4,18291F,15,61.296
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 2-5,14827B,25,13.643
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 2-5,16829E,18,23.967
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 2-5,18291F,15,130.346
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 2-6,10793A,37,6.18
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 2-6,14827B,25,19.895
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 2-6,16829E,18,1111.504
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 2-6,18291F,15,181.637
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 3-1,14827B,25,12.221
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 3-1,18291F,15,156.999
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 3-1,19231J,12,497.421
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 3-2,14827B,25,78.765
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 3-2,16509C,20,4.444
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 3-2,18291F,15,46.668
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 3-2,19231J,12,11.43
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 3-3,14827B,25,266.918
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 3-3,16509C,20,3.107
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 3-3,18291F,15,26.959
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 3-3,19231J,12,54.614
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 3-4,14827B,25,34.468
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 3-4,16509C,20,10.352
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 3-4,18291F,15,508.02
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 3-4,19231J,12,674.658
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 3-5,14827B,25,25.673
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 3-5,16509C,20,12.099
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 3-5,18291F,15,36.811
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 3-5,19231J,12,27.063
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 3-6,14827B,25,1798.561
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 3-6,16509C,20,16.928
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 3-6,18291F,15,9.36
2020-08-26,4,2023-03-15T16:00:00Z,dark,Cage 3-6,19231J,12,69.445
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 1-1,14827B,25,131.197
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 1-1,18291F,15,41.508
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 1-1,19231J,12,104.305
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 1-2,14827B,25,198.821
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 1-2,18291F,15,21.099
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 1-2,19231J,12,7.97
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 1-3,14827B,25,26.498
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 1-3,18291F,15,70.337
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 1-3,19231J,12,23.012
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 1-4,14827B,25,26.542
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 1-4,18291F,15,35.319
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 1-4,19231J,12,5.611
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 1-5,14827B,25,23.05
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 1-5,18291F,15,29.968
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 1-5,19231J,12,15.537
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 1-6,14827B,25,30.083
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 1-6,18291F,15,44.679
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 1-6,19231J,12,2.384
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 2-1,10793A,37,2445.545
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 2-1,14827B,25,35.63
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 2-1,16829E,18,194.91
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 2-1,18291F,15,19.319
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 2-1,19231J,12,65.266
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 2-2,10793A,37,81.225
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 2-2,14827B,25,111.385
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 2-2,16829E,18,614.358
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 2-2,18291F,15,2.743
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 2-2,19231J,12,277.797
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 2-3,10793A,37,38.758
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 2-3,14827B,25,32.518
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 2-3,16829E,18,83.826
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 2-3,18291F,15,9.07
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 2-3,19231J,12,49.407
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 2-4,10793A,37,100.35
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 2-4,14827B,25,30.827
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 2-4,16829E,18,148.18
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 2-4,18291F,15,6.431
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 2-4,19231J,12,14.084
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 2-5,10793A,37,56.017
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 2-5,14827B,25,28.5
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 2-5,16829E,18,146.952
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 2-5,18291F,15,14.736
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 2-5,19231J,12,31.788
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 2-6,10793A,37,27.5
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 2-6,14827B,25,59.949
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 2-6,16829E,18,1570.256
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 2-6,19231J,12,23.313
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 3-1,14827B,25,236.874
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 3-1,16509C,20,85.276
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 3-1,19231J,12,246.747
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 3-2,14827B,25,541.819
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 3-2,16509C,20,189.602
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 3-2,18291F,15,27.404
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 3-2,19231J,12,93.821
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 3-3,14827B,25,79.864
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 3-3,16509C,20,111.201
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 3-3,18291F,15,2552.709
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 3-3,19231J,12,104.247
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 3-4,14827B,25,84.626
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 3-4,16509C,20,800.085
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 3-4,18291F,15,193.369
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 3-4,19231J,12,44.313
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 3-5,14827B,25,44.665
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 3-5,16509C,20,228.822
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 3-5,19231J,12,211.615
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 3-6,14827B,25,50.914
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 3-6,16509C,20,65.551
2020-08-26,4,2023-03-15T17:00:00Z,dark,Cage 3-6,19231J,12,63.892
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 1-1,14827B,25,107.212
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 1-2,14827B,25,77.778
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 1-3,14827B,25,332.375
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 1-4,14827B,25,34.635
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 1-5,14827B,25,8.682
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 1-6,14827B,25,56.715
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 2-1,10793A,37,10.298
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 2-1,14827B,25,276.984
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 2-1,16829E,18,36.302
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 2-1,18291F,15,2168.991
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 2-1,19231J,12,31.439
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 2-2,10793A,37,344.441
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 2-2,14827B,25,38.161
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 2-2,16829E,18,224.218
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 2-2,18291F,15,303.221
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 2-2,19231J,12,2.486
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 2-3,10793A,37,190.266
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 2-3,14827B,25,157.35
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 2-3,16829E,18,114.923
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 2-3,18291F,15,13.256
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 2-3,19231J,12,34.149
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 2-4,10793A,37,78.835
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 2-4,14827B,25,102.124
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 2-4,16829E,18,206.388
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 2-4,18291F,15,28.063
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 2-4,19231J,12,9.024
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 2-5,10793A,37,74.211
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 2-5,14827B,25,120.914
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 2-5,16829E,18,326.133
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 2-5,19231J,12,79.244
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 2-6,10793A,37,22.564
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 2-6,14827B,25,85.67
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 2-6,16829E,18,862.284
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 2-6,19231J,12,6.171
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 3-1,14827B,25,115.422
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 3-1,16509C,20,336.2
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 3-1,18291F,15,98.978
2020-08-26,4,2023-03-15T18:00:00Z,dark,Cage 3-1,19231J,12,901.819
