Group,IdLabel,Day,Cage,Duration_sum,Duration_light,Duration_dark
All,10793A,3,Cage 3-5,325.676,219.161,106.515
All,10793A,3,Cage 3-6,981.749,71.633,910.116
All,10793A,3,Tube 1:2,193.304,28.663,164.641
All,10793A,3,Tube 2:3,268.209,99.307,168.902
All,10793A,4,Cage 1-1,228.743,224.822,3.921
All,10793A,4,Cage 1-2,1691.017,1443.377,247.64
All,10793A,4,Cage 1-3,112.848,97.196,15.652
All,10793A,4,Cage 1-4,6703.374,6652.903,50.471
All,10793A,4,Cage 1-5,52.422,52.422,0
All,10793A,4,Cage 1-6,754.358,18.649,735.709
All,10793A,4,Cage 2-1,2831.92,231.608,2600.312
All,10793A,4,Cage 2-2,3048.419,1715.711,1332.708
All,10793A,4,Cage 2-3,11278.196,10891.141,387.055
All,10793A,4,Cage 2-4,693.587,131.846,561.741
All,10793A,4,Cage 2-5,435.962,195.581,240.381
All,10793A,4,Cage 2-6,722.299,43.012,679.287
All,10793A,4,Cage 3-1,5130.463,0,5130.463
All,10793A,4,Cage 3-2,5062.514,0,5062.514
All,10793A,4,Cage 3-3,5035.39,0,5035.39
All,10793A,4,Cage 3-4,1856.302,0,1856.302
All,10793A,4,Cage 3-5,287.097,0,287.097
All,10793A,4,Cage 3-6,80.861,0,80.861
All,10793A,4,Tube 1:2,181.898,83.09,98.808
All,10793A,4,Tube 2:3,195.537,16.575,178.962
All,10793A,5,Cage 1-1,215.988,209.905,6.083
All,10793A,5,Cage 1-2,9034.204,7560.009,1474.195
All,10793A,5,Cage 1-3,7080.653,7032.896,47.757
All,10793A,5,Cage 1-4,7932.916,7919.365,13.551
All,10793A,5,Cage 1-5,672.571,535.089,137.482
All,10793A,5,Cage 1-6,292.476,238.197,54.279
All,10793A,5,Cage 2-1,376.741,0,376.741
All,10793A,5,Cage 2-2,2057.816,99.459,1958.357
All,10793A,5,Cage 2-3,10095.894,1203.789,8892.105
All,10793A,5,Cage 2-4,174.996,80.449,94.547
All,10793A,5,Cage 2-5,306.188,24.652,281.536
All,10793A,5,Cage 2-6,309.745,89.961,219.784
All,10793A,5,Cage 3-1,210.908,3.03,207.878
All,10793A,5,Cage 3-2,4595.215,1981.113,2614.102
All,10793A,5,Cage 3-3,7838.602,793.142,7045.46
All,10793A,5,Cage 3-4,1436.529,438.541,997.988
All,10793A,5,Cage 3-5,393.783,127.866,265.917
All,10793A,5,Cage 3-6,220.694,83.783,136.911
All,10793A,5,Tube 1:2,135.129,87.548,47.581
All,10793A,5,Tube 2:3,107.389,23.437,83.952
All,10793A,6,Cage 1-1,408.624,237.219,171.405
All,10793A,6,Cage 1-2,7261.693,3585.124,3676.569
All,10793A,6,Cage 1-3,10608.323,2817.36,7790.963
All,10793A,6,Cage 1-4,14251.315,8803.95,5447.365
All,10793A,6,Cage 1-5,770.381,331.163,439.218
All,10793A,6,Cage 1-6,344.216,317.16,27.056
All,10793A,6,Cage 2-1,32.587,0,32.587
All,10793A,6,Cage 2-2,457.343,0,457.343
All,10793A,6,Cage 2-3,2691.665,0,2691.665
All,10793A,6,Cage 2-4,2767.16,0,2767.16
All,10793A,6,Cage 2-5,495.166,0,495.166
All,10793A,6,Cage 2-6,69.219,0,69.219
All,10793A,6,Tube 1:2,205.107,83.345,121.762
All,10793A,6,Tube 2:3,15.093,0,15.093
All,10793A,7,Cage 1-1,191.631,61.876,129.755
All,10793A,7,Cage 1-2,11458.521,2761.387,8697.134
All,10793A,7,Cage 1-3,29640.659,23125.54,6515.119
All,10793A,7,Cage 1-4,20148.764,10235.965,9912.799
All,10793A,7,Cage 1-5,956.337,395.188,561.149
All,10793A,7,Cage 1-6,1328.536,990.676,337.86
All,10793A,7,Cage 2-1,34.62,0,34.62
All,10793A,7,Cage 2-2,86.429,0,86.429
All,10793A,7,Tube 1:2,151.928,57.35,94.578
All,10793A,8,Cage 1-1,36.576,3.789,32.787
All,10793A,8,Cage 1-2,1671.593,212.652,1458.941
All,10793A,8,Cage 1-3,7726.29,3294.532,4431.758
All,10793A,8,Cage 1-4,23805.448,22664.386,1141.062
All,10793A,8,Cage 1-5,379.934,62.673,317.261
All,10793A,8,Cage 1-6,718.594,49.573,669.021
All,10793A,8,Cage 2-1,172.488,100.294,72.194
All,10793A,8,Cage 2-2,4912.915,3211.348,1701.567
All,10793A,8,Cage 2-3,2570.957,491.175,2079.782
All,10793A,8,Cage 2-4,2342.573,98.04,2244.533
All,10793A,8,Cage 2-5,1152.978,116.129,1036.849
All,10793A,8,Cage 2-6,203.616,39.241,164.375
All,10793A,8,Cage 3-1,319.005,89.214,229.791
All,10793A,8,Cage 3-2,1076.175,31.311,1044.864
All,10793A,8,Cage 3-3,15149.763,222.112,14927.651
All,10793A,8,Cage 3-4,293.699,19.148,274.551
All,10793A,8,Cage 3-5,414.987,139.149,275.838
All,10793A,8,Cage 3-6,126.552,29.147,97.405
All,10793A,8,Tube 1:2,236.11,149.069,87.041
All,10793A,8,Tube 2:3,117.335,44.344,72.991
All,10793A,9,Cage 1-1,489.825,78.68,411.145
All,10793A,9,Cage 1-2,3698.78,29.537,3669.243
All,10793A,9,Cage 1-3,29167.951,8875.366,20292.585
All,10793A,9,Cage 1-4,267.403,144.706,122.697
All,10793A,9,Cage 1-5,375.042,179.003,196.039
All,10793A,9,Cage 1-6,289.41,14.744,274.666
All,10793A,9,Cage 2-1,298.105,31.132,266.973
All,10793A,9,Cage 2-2,2749.618,1224.939,1524.679
All,10793A,9,Cage 2-3,2054.35,2006.443,47.907
All,10793A,9,Cage 2-4,854.454,642.064,212.39
All,10793A,9,Cage 2-5,489.284,357.088,132.196
All,10793A,9,Cage 2-6,175.274,76.016,99.258
All,10793A,9,Cage 3-1,232.879,217.756,15.123
All,10793A,9,Cage 3-2,217.905,114.223,103.682
All,10793A,9,Cage 3-3,17980.511,17915.919,64.592
All,10793A,9,Cage 3-4,77.159,57.612,19.547
All,10793A,9,Cage 3-5,122.13,29.853,92.277
All,10793A,9,Cage 3-6,96.975,46.266,50.709
All,10793A,9,Tube 1:2,97.265,24.226,73.039
All,10793A,9,Tube 2:3,94.231,46.882,47.349
All,10793A,10,Cage 1-1,129.578,20.27,109.308
All,10793A,10,Cage 1-2,4645.122,65.627,4579.495
All,10793A,10,Cage 1-3,3516.417,553.768,2962.649
All,10793A,10,Cage 1-4,307.091,1.613,305.478
All,10793A,10,Cage 1-5,323.055,0,323.055
All,10793A,10,Cage 1-6,106.865,5.862,101.003
All,10793A,10,Cage 2-1,593.684,271.781,321.903
All,10793A,10,Cage 2-2,5221.23,462.701,4758.529
All,10793A,10,Cage 2-3,19074.191,5993.164,13081.027
All,10793A,10,Cage 2-4,8649.67,8395.037,254.633
All,10793A,10,Cage 2-5,583.91,126.656,457.254
All,10793A,10,Cage 2-6,160.806,73.315,87.491
All,10793A,10,Cage 3-1,372.022,314.904,57.118
All,10793A,10,Cage 3-2,229.248,229.248,0
All,10793A,10,Cage 3-3,11.077,11.077,0
All,10793A,10,Cage 3-4,12.584,12.584,0
All,10793A,10,Cage 3-5,78.764,78.764,0
All,10793A,10,Cage 3-6,167.377,167.377,0
All,10793A,10,Tube 1:2,95.792,20.363,75.429
All,10793A,10,Tube 2:3,68.92,38.512,30.408
All,14827B,1,Cage 2-1,216.743,216.743,0
All,14827B,1,Cage 2-2,1239.154,1239.154,0
All,14827B,1,Cage 2-3,389.995,389.995,0
All,14827B,1,Cage 2-4,730.904,730.904,0
All,14827B,1,Cage 2-5,549.755,549.755,0
All,14827B,1,Cage 2-6,437.17,437.17,0
All,14827B,1,Tube 1:2,175.277,175.277,0
All,14827B,1,Tube 2:3,161.479,161.479,0
All,14827B,2,Cage 1-1,1439.973,0,1439.973
All,14827B,2,Cage 1-2,310.227,0,310.227
All,14827B,2,Cage 1-3,134.513,0,134.513
All,14827B,2,Cage 1-4,294.235,0,294.235
All,14827B,2,Cage 1-5,147.064,0,147.064
All,14827B,2,Cage 1-6,224.226,0,224.226
All,14827B,2,Cage 2-1,1892.367,0,1892.367
All,14827B,2,Cage 2-2,1987.566,0,1987.566
All,14827B,2,Cage 2-3,826.904,0,826.904
All,14827B,2,Cage 2-4,1260.017,0,1260.017
All,14827B,2,Cage 2-5,554.396,0,554.396
All,14827B,2,Cage 2-6,733.525,0,733.525
All,14827B,2,Cage 3-1,8563.72400000001,1363.265,7200.459
