Day,Age_in_months,IdLabel,Cage_level,Cage,duration
10,12,19231J,2,Cage 2-2,50.654
10,12,19231J,2,Cage 2-3,409.828
10,12,19231J,2,Cage 2-4,60.101
10,12,19231J,2,Cage 2-5,55.816
10,12,19231J,2,Cage 2-6,84.761
10,12,19231J,3,Cage 3-1,157.555
10,12,19231J,3,Cage 3-2,63.015
10,15,18291F,1,Cage 1-1,196.752
10,15,18291F,1,Cage 1-2,106.54
10,15,18291F,1,Cage 1-3,11776.762
10,15,18291F,1,Cage 1-4,4807.031
10,15,18291F,1,Cage 1-5,13.295
10,15,18291F,1,Cage 1-6,88.553
10,15,18291F,2,Cage 2-1,55.152
10,15,18291F,2,Cage 2-2,31.445
10,15,18291F,2,Cage 2-3,8.064
10,15,18291F,2,Cage 2-4,24.884
10,15,18291F,2,Cage 2-5,16.465
10,15,18291F,2,Cage 2-6,16.918
10,18,16829E,2,Cage 2-1,56.208
10,18,16829E,2,Cage 2-2,90.985
10,18,16829E,2,Cage 2-3,9071.794
10,18,16829E,2,Cage 2-4,3.305
10,18,16829E,2,Cage 2-5,3.177
10,18,16829E,2,Cage 2-6,178.098
10,20,16509C,3,Cage 3-1,117.402
10,20,16509C,3,Cage 3-2,407.154
10,20,16509C,3,Cage 3-3,6407.957
10,20,16509C,3,Cage 3-4,65.916
10,20,16509C,3,Cage 3-5,98.4
10,20,16509C,3,Cage 3-6,72.75
10,25,14827B,1,Cage 1-1,31.983
10,25,14827B,1,Cage 1-2,57.701
10,25,14827B,1,Cage 1-3,13815.897
10,25,14827B,1,Cage 1-4,478.332
10,25,14827B,1,Cage 1-5,8.871
10,25,14827B,1,Cage 1-6,50.047
10,25,14827B,2,Cage 2-1,189.083
10,25,14827B,2,Cage 2-2,52.252
10,25,14827B,2,Cage 2-3,340.774
10,25,14827B,2,Cage 2-4,70.148
10,25,14827B,2,Cage 2-5,64.88
10,25,14827B,2,Cage 2-6,132.647
10,25,14827B,3,Cage 3-1,41.99
10,25,14827B,3,Cage 3-2,381.32
10,25,14827B,3,Cage 3-3,10.534
10,25,14827B,3,Cage 3-4,255.64
10,25,14827B,3,Cage 3-5,10.827
10,25,14827B,3,Cage 3-6,26.434
10,37,10793A,1,Cage 1-1,20.27
10,37,10793A,1,Cage 1-2,65.627
10,37,10793A,1,Cage 1-3,553.768
10,37,10793A,1,Cage 1-4,1.613
10,37,10793A,1,Cage 1-6,5.862
10,37,10793A,2,Cage 2-1,271.781
10,37,10793A,2,Cage 2-2,462.701
10,37,10793A,2,Cage 2-3,5993.164
10,37,10793A,2,Cage 2-4,8395.037
10,37,10793A,2,Cage 2-5,126.656
10,37,10793A,2,Cage 2-6,73.315
10,37,10793A,3,Cage 3-1,314.904
10,37,10793A,3,Cage 3-2,229.248
10,37,10793A,3,Cage 3-3,11.077
10,37,10793A,3,Cage 3-4,12.584
10,37,10793A,3,Cage 3-5,78.764
10,37,10793A,3,Cage 3-6,167.377
