Day,Time,Age_in_months,IdLabel,Cage_level,Cage,duration
8,2020-08-31T00:00:00Z,15,18291F,1,Cage 1-3,3446.989
8,2020-08-31T00:00:00Z,15,18291F,1,Cage 1-4,17.801
8,2020-08-31T00:00:00Z,15,18291F,1,Cage 1-5,88.431
8,2020-08-31T00:00:00Z,15,18291F,1,Cage 1-6,19.013
8,2020-08-31T00:00:00Z,15,18291F,2,Cage 2-1,3.685
8,2020-08-31T00:00:00Z,15,18291F,2,Cage 2-3,5.479
8,2020-08-31T00:00:00Z,15,18291F,2,Cage 2-5,136.155
8,2020-08-31T00:00:00Z,18,16829E,2,Cage 2-3,4792.863
8,2020-08-31T00:00:00Z,20,16509C,3,Cage 3-1,119.072
8,2020-08-31T00:00:00Z,20,16509C,3,Cage 3-2,141.674
8,2020-08-31T00:00:00Z,20,16509C,3,Cage 3-3,381.882
8,2020-08-31T00:00:00Z,20,16509C,3,Cage 3-4,199.599
8,2020-08-31T00:00:00Z,20,16509C,3,Cage 3-5,102.216
8,2020-08-31T00:00:00Z,20,16509C,3,Cage 3-6,172.617
8,2020-08-31T00:00:00Z,25,14827B,2,Cage 2-3,1407.432
8,2020-08-31T00:00:00Z,37,10793A,1,Cage 1-2,38.893
8,2020-08-31T00:00:00Z,37,10793A,1,Cage 1-4,574.705
8,2020-08-31T00:00:00Z,37,10793A,2,Cage 2-1,16.138
8,2020-08-31T00:00:00Z,37,10793A,2,Cage 2-2,2166.446
8,2020-08-31T00:00:00Z,37,10793A,2,Cage 2-3,16.655
8,2020-08-31T00:00:00Z,37,10793A,2,Cage 2-4,40.376
8,2020-08-31T00:00:00Z,37,10793A,2,Cage 2-5,47.041
8,2020-08-31T00:00:00Z,37,10793A,2,Cage 2-6,5.196
8,2020-08-31T01:00:00Z,15,18291F,1,Cage 1-3,3952.711
8,2020-08-31T01:00:00Z,18,16829E,2,Cage 2-3,1102.527
8,2020-08-31T01:00:00Z,25,14827B,2,Cage 2-1,5.711
8,2020-08-31T01:00:00Z,25,14827B,2,Cage 2-2,4.603
8,2020-08-31T01:00:00Z,25,14827B,2,Cage 2-3,982.385
8,2020-08-31T01:00:00Z,25,14827B,2,Cage 2-4,42.081
8,2020-08-31T01:00:00Z,25,14827B,2,Cage 2-5,4.217
8,2020-08-31T01:00:00Z,25,14827B,2,Cage 2-6,56.184
8,2020-08-31T01:00:00Z,37,10793A,1,Cage 1-4,3793.553
8,2020-08-31T02:00:00Z,12,19231J,3,Cage 3-1,307.037
8,2020-08-31T02:00:00Z,12,19231J,3,Cage 3-2,7.13
8,2020-08-31T02:00:00Z,12,19231J,3,Cage 3-4,2.263
8,2020-08-31T02:00:00Z,15,18291F,1,Cage 1-3,2759.943
8,2020-08-31T02:00:00Z,18,16829E,2,Cage 2-1,191.619
8,2020-08-31T02:00:00Z,18,16829E,2,Cage 2-2,3.609
8,2020-08-31T02:00:00Z,18,16829E,2,Cage 2-3,4600.557
8,2020-08-31T02:00:00Z,18,16829E,2,Cage 2-4,3.62
8,2020-08-31T02:00:00Z,18,16829E,2,Cage 2-5,39.791
8,2020-08-31T02:00:00Z,18,16829E,2,Cage 2-6,4.898
8,2020-08-31T02:00:00Z,25,14827B,2,Cage 2-1,5.414
8,2020-08-31T02:00:00Z,25,14827B,2,Cage 2-2,6.358
8,2020-08-31T02:00:00Z,25,14827B,2,Cage 2-3,4297.062
8,2020-08-31T02:00:00Z,25,14827B,2,Cage 2-4,3.151
8,2020-08-31T02:00:00Z,25,14827B,2,Cage 2-5,17.807
8,2020-08-31T02:00:00Z,25,14827B,2,Cage 2-6,18.626
8,2020-08-31T03:00:00Z,15,18291F,1,Cage 1-1,33.84
8,2020-08-31T03:00:00Z,15,18291F,1,Cage 1-2,56.725
8,2020-08-31T03:00:00Z,15,18291F,1,Cage 1-3,4079.351
8,2020-08-31T03:00:00Z,15,18291F,1,Cage 1-4,1303.323
8,2020-08-31T03:00:00Z,15,18291F,1,Cage 1-5,2.559
8,2020-08-31T03:00:00Z,15,18291F,1,Cage 1-6,3.458
8,2020-08-31T03:00:00Z,18,16829E,2,Cage 2-1,103.408
8,2020-08-31T03:00:00Z,18,16829E,2,Cage 2-2,8.094
8,2020-08-31T03:00:00Z,18,16829E,2,Cage 2-3,7813.68
8,2020-08-31T03:00:00Z,18,16829E,2,Cage 2-4,5.983
8,2020-08-31T03:00:00Z,18,16829E,2,Cage 2-5,10.248
8,2020-08-31T03:00:00Z,18,16829E,2,Cage 2-6,20.431
8,2020-08-31T03:00:00Z,20,16509C,3,Cage 3-1,8.108
8,2020-08-31T03:00:00Z,20,16509C,3,Cage 3-2,6.361
8,2020-08-31T03:00:00Z,20,16509C,3,Cage 3-3,5316.493
8,2020-08-31T03:00:00Z,20,16509C,3,Cage 3-4,233.963
8,2020-08-31T03:00:00Z,20,16509C,3,Cage 3-5,9.289
8,2020-08-31T03:00:00Z,20,16509C,3,Cage 3-6,37.499
8,2020-08-31T03:00:00Z,25,14827B,2,Cage 2-1,6.083
8,2020-08-31T03:00:00Z,25,14827B,2,Cage 2-2,3.095
8,2020-08-31T03:00:00Z,25,14827B,2,Cage 2-3,4382.396
8,2020-08-31T03:00:00Z,25,14827B,2,Cage 2-4,224.797
8,2020-08-31T03:00:00Z,25,14827B,2,Cage 2-5,22.943
8,2020-08-31T03:00:00Z,25,14827B,2,Cage 2-6,12.567
8,2020-08-31T03:00:00Z,37,10793A,1,Cage 1-4,5831.673
8,2020-08-31T04:00:00Z,15,18291F,1,Cage 1-1,162.248
8,2020-08-31T04:00:00Z,15,18291F,1,Cage 1-3,622.878
8,2020-08-31T04:00:00Z,20,16509C,3,Cage 3-3,3685.697
8,2020-08-31T05:00:00Z,12,19231J,3,Cage 3-1,70.553
8,2020-08-31T05:00:00Z,12,19231J,3,Cage 3-2,96.234
8,2020-08-31T05:00:00Z,12,19231J,3,Cage 3-3,541.271
8,2020-08-31T05:00:00Z,12,19231J,3,Cage 3-4,577.597
8,2020-08-31T05:00:00Z,12,19231J,3,Cage 3-5,112.473
8,2020-08-31T05:00:00Z,12,19231J,3,Cage 3-6,277.135
8,2020-08-31T05:00:00Z,15,18291F,1,Cage 1-2,7.742
8,2020-08-31T05:00:00Z,15,18291F,1,Cage 1-3,6902.265
8,2020-08-31T05:00:00Z,15,18291F,1,Cage 1-4,5.447
8,2020-08-31T05:00:00Z,15,18291F,1,Cage 1-5,2.592
8,2020-08-31T05:00:00Z,15,18291F,1,Cage 1-6,4.219
8,2020-08-31T05:00:00Z,18,16829E,2,Cage 2-2,10.258
8,2020-08-31T05:00:00Z,18,16829E,2,Cage 2-4,4.318
8,2020-08-31T05:00:00Z,18,16829E,2,Cage 2-5,14.862
8,2020-08-31T05:00:00Z,18,16829E,2,Cage 2-6,1.886
8,2020-08-31T05:00:00Z,20,16509C,3,Cage 3-1,2.786
8,2020-08-31T05:00:00Z,20,16509C,3,Cage 3-2,5.84
8,2020-08-31T05:00:00Z,20,16509C,3,Cage 3-3,9194.01
8,2020-08-31T05:00:00Z,20,16509C,3,Cage 3-4,6.963
8,2020-08-31T05:00:00Z,20,16509C,3,Cage 3-5,33.165
8,2020-08-31T05:00:00Z,20,16509C,3,Cage 3-6,3.011
8,2020-08-31T05:00:00Z,25,14827B,2,Cage 2-1,7.894
8,2020-08-31T05:00:00Z,25,14827B,2,Cage 2-2,8.534
8,2020-08-31T05:00:00Z,25,14827B,2,Cage 2-3,7.762
8,2020-08-31T05:00:00Z,25,14827B,2,Cage 2-4,25.686
8,2020-08-31T05:00:00Z,25,14827B,2,Cage 2-6,19.41
8,2020-08-31T05:00:00Z,25,14827B,3,Cage 3-2,29.279
8,2020-08-31T05:00:00Z,25,14827B,3,Cage 3-3,1235.37
8,2020-08-31T05:00:00Z,25,14827B,3,Cage 3-4,3.136
8,2020-08-31T05:00:00Z,25,14827B,3,Cage 3-5,2.562
8,2020-08-31T05:00:00Z,25,14827B,3,Cage 3-6,3.046
8,2020-08-31T05:00:00Z,37,10793A,1,Cage 1-1,3.789
8,2020-08-31T05:00:00Z,37,10793A,1,Cage 1-2,3.868
8,2020-08-31T05:00:00Z,37,10793A,1,Cage 1-3,3106.048
8,2020-08-31T05:00:00Z,37,10793A,1,Cage 1-4,14.373
8,2020-08-31T06:00:00Z,12,19231J,3,Cage 3-3,8112.868
8,2020-08-31T06:00:00Z,12,19231J,3,Cage 3-4,356.561
8,2020-08-31T06:00:00Z,12,19231J,3,Cage 3-5,17.513
8,2020-08-31T06:00:00Z,12,19231J,3,Cage 3-6,1.758
8,2020-08-31T06:00:00Z,15,18291F,1,Cage 1-1,26.951
8,2020-08-31T06:00:00Z,15,18291F,1,Cage 1-2,24.513
8,2020-08-31T06:00:00Z,15,18291F,1,Cage 1-3,105.704
8,2020-08-31T06:00:00Z,15,18291F,1,Cage 1-4,69.848
8,2020-08-31T06:00:00Z,18,16829E,2,Cage 2-3,2792.215
8,2020-08-31T06:00:00Z,25,14827B,2,Cage 2-2,412.837
8,2020-08-31T06:00:00Z,25,14827B,2,Cage 2-3,7013.511
8,2020-08-31T06:00:00Z,25,14827B,2,Cage 2-4,20.483
8,2020-08-31T06:00:00Z,25,14827B,2,Cage 2-5,56.97
8,2020-08-31T06:00:00Z,25,14827B,2,Cage 2-6,7.412
8,2020-08-31T06:00:00Z,25,14827B,3,Cage 3-2,32.2
8,2020-08-31T06:00:00Z,25,14827B,3,Cage 3-3,17.382
8,2020-08-31T06:00:00Z,25,14827B,3,Cage 3-4,23.46
8,2020-08-31T06:00:00Z,25,14827B,3,Cage 3-5,26.426
8,2020-08-31T06:00:00Z,25,14827B,3,Cage 3-6,37.776
8,2020-08-31T06:00:00Z,37,10793A,1,Cage 1-4,3001.368
8,2020-08-31T07:00:00Z,15,18291F,1,Cage 1-1,68.643
8,2020-08-31T07:00:00Z,15,18291F,1,Cage 1-2,109.422
8,2020-08-31T07:00:00Z,15,18291F,1,Cage 1-3,936.344
8,2020-08-31T07:00:00Z,15,18291F,1,Cage 1-4,1544.456
8,2020-08-31T07:00:00Z,15,18291F,1,Cage 1-5,92.759
8,2020-08-31T07:00:00Z,15,18291F,1,Cage 1-6,132.804
8,2020-08-31T07:00:00Z,15,18291F,2,Cage 2-1,3.291
8,2020-08-31T07:00:00Z,15,18291F,2,Cage 2-2,1.884
8,2020-08-31T07:00:00Z,15,18291F,2,Cage 2-3,18.291
8,2020-08-31T07:00:00Z,15,18291F,2,Cage 2-4,3.754
8,2020-08-31T07:00:00Z,15,18291F,2,Cage 2-5,23.975
8,2020-08-31T07:00:00Z,15,18291F,2,Cage 2-6,3.057
8,2020-08-31T07:00:00Z,18,16829E,2,Cage 2-1,52.086
8,2020-08-31T07:00:00Z,18,16829E,2,Cage 2-2,45.596
8,2020-08-31T07:00:00Z,18,16829E,2,Cage 2-3,178.632
8,2020-08-31T07:00:00Z,18,16829E,2,Cage 2-4,201.674
8,2020-08-31T07:00:00Z,18,16829E,2,Cage 2-5,16.562
8,2020-08-31T07:00:00Z,18,16829E,2,Cage 2-6,32.755
8,2020-08-31T07:00:00Z,37,10793A,1,Cage 1-4,8284.922
8,2020-08-31T08:00:00Z,12,19231J,3,Cage 3-1,5.651
8,2020-08-31T08:00:00Z,12,19231J,3,Cage 3-3,3345.519
8,2020-08-31T08:00:00Z,12,19231J,3,Cage 3-4,1.371
8,2020-08-31T08:00:00Z,20,16509C,3,Cage 3-2,71.019
8,2020-08-31T08:00:00Z,20,16509C,3,Cage 3-3,2780.071
8,2020-08-31T08:00:00Z,20,16509C,3,Cage 3-4,8.705
8,2020-08-31T08:00:00Z,20,16509C,3,Cage 3-5,39.073
8,2020-08-31T08:00:00Z,20,16509C,3,Cage 3-6,22.609
8,2020-08-31T09:00:00Z,12,19231J,2,Cage 2-1,74.196
8,2020-08-31T09:00:00Z,12,19231J,2,Cage 2-2,20.606
8,2020-08-31T09:00:00Z,12,19231J,2,Cage 2-3,153.839
8,2020-08-31T09:00:00Z,12,19231J,2,Cage 2-4,33.736
8,2020-08-31T09:00:00Z,12,19231J,2,Cage 2-5,141.001
8,2020-08-31T09:00:00Z,12,19231J,2,Cage 2-6,53.805
8,2020-08-31T09:00:00Z,12,19231J,3,Cage 3-1,28.346
8,2020-08-31T09:00:00Z,12,19231J,3,Cage 3-2,78.906
8,2020-08-31T09:00:00Z,12,19231J,3,Cage 3-3,131.127
8,2020-08-31T09:00:00Z,12,19231J,3,Cage 3-4,22.493
8,2020-08-31T09:00:00Z,12,19231J,3,Cage 3-5,61.025
8,2020-08-31T09:00:00Z,12,19231J,3,Cage 3-6,85.019
8,2020-08-31T09:00:00Z,15,18291F,1,Cage 1-1,19.893
8,2020-08-31T09:00:00Z,15,18291F,1,Cage 1-2,60.203
8,2020-08-31T09:00:00Z,15,18291F,1,Cage 1-3,17.545
8,2020-08-31T09:00:00Z,15,18291F,1,Cage 1-4,37.626
8,2020-08-31T09:00:00Z,15,18291F,1,Cage 1-5,11.19
8,2020-08-31T09:00:00Z,15,18291F,1,Cage 1-6,33.955
8,2020-08-31T09:00:00Z,15,18291F,2,Cage 2-1,21.465
8,2020-08-31T09:00:00Z,15,18291F,2,Cage 2-2,7.964
8,2020-08-31T09:00:00Z,15,18291F,2,Cage 2-3,73.273
8,2020-08-31T09:00:00Z,15,18291F,2,Cage 2-4,22.287
8,2020-08-31T09:00:00Z,15,18291F,2,Cage 2-5,6.651
8,2020-08-31T09:00:00Z,15,18291F,2,Cage 2-6,7.891
8,2020-08-31T09:00:00Z,15,18291F,3,Cage 3-1,32.171
8,2020-08-31T09:00:00Z,15,18291F,3,Cage 3-2,4.817
8,2020-08-31T09:00:00Z,15,18291F,3,Cage 3-3,106.922
8,2020-08-31T09:00:00Z,15,18291F,3,Cage 3-4,7.891
8,2020-08-31T09:00:00Z,15,18291F,3,Cage 3-5,15.414
8,2020-08-31T09:00:00Z,15,18291F,3,Cage 3-6,8.979
8,2020-08-31T09:00:00Z,18,16829E,2,Cage 2-1,9.138
8,2020-08-31T09:00:00Z,18,16829E,2,Cage 2-2,10.898
8,2020-08-31T09:00:00Z,18,16829E,2,Cage 2-3,179.786
8,2020-08-31T09:00:00Z,18,16829E,2,Cage 2-4,129.047
8,2020-08-31T09:00:00Z,18,16829E,2,Cage 2-5,72.478
8,2020-08-31T09:00:00Z,18,16829E,2,Cage 2-6,23.777
8,2020-08-31T09:00:00Z,18,16829E,3,Cage 3-1,341.249
8,2020-08-31T09:00:00Z,18,16829E,3,Cage 3-2,191.949
8,2020-08-31T09:00:00Z,18,16829E,3,Cage 3-3,245.905
8,2020-08-31T09:00:00Z,18,16829E,3,Cage 3-4,123.408
8,2020-08-31T09:00:00Z,18,16829E,3,Cage 3-5,170.174
8,2020-08-31T09:00:00Z,18,16829E,3,Cage 3-6,148.392
8,2020-08-31T09:00:00Z,20,16509C,3,Cage 3-1,219.189
8,2020-08-31T09:00:00Z,20,16509C,3,Cage 3-2,446.436
8,2020-08-31T09:00:00Z,20,16509C,3,Cage 3-3,584.648
8,2020-08-31T09:00:00Z,20,16509C,3,Cage 3-4,124.451
8,2020-08-31T09:00:00Z,20,16509C,3,Cage 3-5,297.989
8,2020-08-31T09:00:00Z,20,16509C,3,Cage 3-6,197.252
8,2020-08-31T09:00:00Z,25,14827B,1,Cage 1-1,159.899
8,2020-08-31T09:00:00Z,25,14827B,1,Cage 1-2,159.898
8,2020-08-31T09:00:00Z,25,14827B,1,Cage 1-3,132.045
8,2020-08-31T09:00:00Z,25,14827B,1,Cage 1-4,180.24
8,2020-08-31T09:00:00Z,25,14827B,1,Cage 1-5,82.371
8,2020-08-31T09:00:00Z,25,14827B,1,Cage 1-6,92.626
8,2020-08-31T09:00:00Z,25,14827B,2,Cage 2-1,122.033
8,2020-08-31T09:00:00Z,25,14827B,2,Cage 2-2,183.631
8,2020-08-31T09:00:00Z,25,14827B,2,Cage 2-3,271.948
8,2020-08-31T09:00:00Z,25,14827B,2,Cage 2-4,61.501
8,2020-08-31T09:00:00Z,25,14827B,2,Cage 2-5,70.31
8,2020-08-31T09:00:00Z,25,14827B,2,Cage 2-6,43.368
8,2020-08-31T09:00:00Z,37,10793A,1,Cage 1-2,169.891
8,2020-08-31T09:00:00Z,37,10793A,1,Cage 1-3,162.612
8,2020-08-31T09:00:00Z,37,10793A,1,Cage 1-4,1092.467
8,2020-08-31T09:00:00Z,37,10793A,1,Cage 1-5,62.673
8,2020-08-31T09:00:00Z,37,10793A,1,Cage 1-6,49.573
8,2020-08-31T09:00:00Z,37,10793A,2,Cage 2-1,6.962
8,2020-08-31T09:00:00Z,37,10793A,2,Cage 2-3,24.173
8,2020-08-31T09:00:00Z,37,10793A,2,Cage 2-5,11.24
8,2020-08-31T10:00:00Z,12,19231J,2,Cage 2-1,98.609
8,2020-08-31T10:00:00Z,12,19231J,2,Cage 2-2,286.692
8,2020-08-31T10:00:00Z,12,19231J,2,Cage 2-3,38.914
8,2020-08-31T10:00:00Z,12,19231J,2,Cage 2-4,16.898
8,2020-08-31T10:00:00Z,12,19231J,2,Cage 2-5,88.593
8,2020-08-31T10:00:00Z,12,19231J,2,Cage 2-6,34.695
8,2020-08-31T10:00:00Z,12,19231J,3,Cage 3-1,806.662
8,2020-08-31T10:00:00Z,12,19231J,3,Cage 3-2,917.876
8,2020-08-31T10:00:00Z,12,19231J,3,Cage 3-3,304.778
8,2020-08-31T10:00:00Z,12,19231J,3,Cage 3-4,23.622
8,2020-08-31T10:00:00Z,12,19231J,3,Cage 3-5,57.214
8,2020-08-31T10:00:00Z,12,19231J,3,Cage 3-6,27.251
8,2020-08-31T10:00:00Z,15,18291F,1,Cage 1-1,183.056
8,2020-08-31T10:00:00Z,15,18291F,1,Cage 1-2,319.181
8,2020-08-31T10:00:00Z,15,18291F,1,Cage 1-3,280.29
8,2020-08-31T10:00:00Z,15,18291F,1,Cage 1-4,47.183
8,2020-08-31T10:00:00Z,15,18291F,1,Cage 1-5,39.841
8,2020-08-31T10:00:00Z,15,18291F,1,Cage 1-6,15.827
8,2020-08-31T10:00:00Z,15,18291F,2,Cage 2-1,246.088
8,2020-08-31T10:00:00Z,15,18291F,2,Cage 2-2,300.121
8,2020-08-31T10:00:00Z,15,18291F,2,Cage 2-3,388.541
8,2020-08-31T10:00:00Z,15,18291F,2,Cage 2-4,28.763
8,2020-08-31T10:00:00Z,15,18291F,2,Cage 2-5,32.538
8,2020-08-31T10:00:00Z,15,18291F,2,Cage 2-6,62.014
8,2020-08-31T10:00:00Z,15,18291F,3,Cage 3-1,18.849
8,2020-08-31T10:00:00Z,15,18291F,3,Cage 3-2,130.895
8,2020-08-31T10:00:00Z,15,18291F,3,Cage 3-3,9.116
8,2020-08-31T10:00:00Z,15,18291F,3,Cage 3-4,7.558
8,2020-08-31T10:00:00Z,15,18291F,3,Cage 3-5,3.696
8,2020-08-31T10:00:00Z,15,18291F,3,Cage 3-6,11.938
8,2020-08-31T10:00:00Z,18,16829E,3,Cage 3-1,798.25
8,2020-08-31T10:00:00Z,18,16829E,3,Cage 3-2,613.699
8,2020-08-31T10:00:00Z,18,16829E,3,Cage 3-3,3967.561
8,2020-08-31T10:00:00Z,18,16829E,3,Cage 3-4,50.664
8,2020-08-31T10:00:00Z,18,16829E,3,Cage 3-5,83.641
8,2020-08-31T10:00:00Z,18,16829E,3,Cage 3-6,145.003
8,2020-08-31T10:00:00Z,20,16509C,3,Cage 3-1,597.347
8,2020-08-31T10:00:00Z,20,16509C,3,Cage 3-2,189.314
8,2020-08-31T10:00:00Z,20,16509C,3,Cage 3-3,1039.982
8,2020-08-31T10:00:00Z,20,16509C,3,Cage 3-4,72.118
8,2020-08-31T10:00:00Z,20,16509C,3,Cage 3-5,89.914
8,2020-08-31T10:00:00Z,20,16509C,3,Cage 3-6,254.749
8,2020-08-31T10:00:00Z,25,14827B,1,Cage 1-1,28.424
8,2020-08-31T10:00:00Z,25,14827B,1,Cage 1-2,136.626
8,2020-08-31T10:00:00Z,25,14827B,1,Cage 1-3,203.554
8,2020-08-31T10:00:00Z,25,14827B,1,Cage 1-4,82.7
8,2020-08-31T10:00:00Z,25,14827B,1,Cage 1-5,31.852
8,2020-08-31T10:00:00Z,25,14827B,1,Cage 1-6,16.447
8,2020-08-31T10:00:00Z,25,14827B,2,Cage 2-1,334.684
8,2020-08-31T10:00:00Z,25,14827B,2,Cage 2-2,192.501
8,2020-08-31T10:00:00Z,25,14827B,2,Cage 2-3,163.628
8,2020-08-31T10:00:00Z,25,14827B,2,Cage 2-4,66.351
8,2020-08-31T10:00:00Z,25,14827B,2,Cage 2-5,72.966
8,2020-08-31T10:00:00Z,25,14827B,2,Cage 2-6,42.322
8,2020-08-31T10:00:00Z,25,14827B,3,Cage 3-1,141.851
8,2020-08-31T10:00:00Z,25,14827B,3,Cage 3-2,174.917
8,2020-08-31T10:00:00Z,25,14827B,3,Cage 3-3,332.046
8,2020-08-31T10:00:00Z,25,14827B,3,Cage 3-4,78.741
8,2020-08-31T10:00:00Z,25,14827B,3,Cage 3-5,78.802
8,2020-08-31T10:00:00Z,25,14827B,3,Cage 3-6,44.382
8,2020-08-31T10:00:00Z,37,10793A,2,Cage 2-2,987.456
8,2020-08-31T10:00:00Z,37,10793A,2,Cage 2-3,246.567
8,2020-08-31T10:00:00Z,37,10793A,2,Cage 2-4,20.771
8,2020-08-31T10:00:00Z,37,10793A,2,Cage 2-6,6.656
8,2020-08-31T10:00:00Z,37,10793A,3,Cage 3-1,89.214
8,2020-08-31T10:00:00Z,37,10793A,3,Cage 3-2,31.311
8,2020-08-31T10:00:00Z,37,10793A,3,Cage 3-3,222.112
8,2020-08-31T10:00:00Z,37,10793A,3,Cage 3-4,19.148
8,2020-08-31T10:00:00Z,37,10793A,3,Cage 3-5,139.149
8,2020-08-31T10:00:00Z,37,10793A,3,Cage 3-6,29.147
8,2020-08-31T11:00:00Z,12,19231J,3,Cage 3-1,248.294
8,2020-08-31T11:00:00Z,12,19231J,3,Cage 3-2,51.826
8,2020-08-31T11:00:00Z,12,19231J,3,Cage 3-3,3206.662
8,2020-08-31T11:00:00Z,12,19231J,3,Cage 3-4,33.714
8,2020-08-31T11:00:00Z,12,19231J,3,Cage 3-5,25.764
8,2020-08-31T11:00:00Z,12,19231J,3,Cage 3-6,54.396
8,2020-08-31T11:00:00Z,15,18291F,1,Cage 1-1,324.689
8,2020-08-31T11:00:00Z,15,18291F,1,Cage 1-2,25.666
8,2020-08-31T11:00:00Z,15,18291F,1,Cage 1-3,867.218
8,2020-08-31T11:00:00Z,15,18291F,1,Cage 1-4,64.124
8,2020-08-31T11:00:00Z,15,18291F,1,Cage 1-5,102.456
8,2020-08-31T11:00:00Z,15,18291F,1,Cage 1-6,649.07
8,2020-08-31T11:00:00Z,15,18291F,2,Cage 2-2,116.166
8,2020-08-31T11:00:00Z,18,16829E,3,Cage 3-3,2041.025
8,2020-08-31T11:00:00Z,25,14827B,3,Cage 3-1,26.628
8,2020-08-31T11:00:00Z,25,14827B,3,Cage 3-2,149.681
8,2020-08-31T11:00:00Z,25,14827B,3,Cage 3-3,273.051
8,2020-08-31T11:00:00Z,25,14827B,3,Cage 3-4,5.504
8,2020-08-31T11:00:00Z,25,14827B,3,Cage 3-5,24.603
8,2020-08-31T11:00:00Z,25,14827B,3,Cage 3-6,5.984
8,2020-08-31T11:00:00Z,37,10793A,1,Cage 1-3,25.872
8,2020-08-31T11:00:00Z,37,10793A,1,Cage 1-4,71.325
8,2020-08-31T11:00:00Z,37,10793A,2,Cage 2-1,77.194
8,2020-08-31T11:00:00Z,37,10793A,2,Cage 2-2,57.446
8,2020-08-31T11:00:00Z,37,10793A,2,Cage 2-3,203.78
8,2020-08-31T11:00:00Z,37,10793A,2,Cage 2-4,36.893
8,2020-08-31T11:00:00Z,37,10793A,2,Cage 2-5,57.848
8,2020-08-31T11:00:00Z,37,10793A,2,Cage 2-6,27.389
9,2020-09-01T00:00:00Z,12,19231J,2,Cage 2-1,15.01
9,2020-09-01T00:00:00Z,12,19231J,2,Cage 2-2,12.176
9,2020-09-01T00:00:00Z,12,19231J,2,Cage 2-3,21.014
9,2020-09-01T00:00:00Z,12,19231J,2,Cage 2-4,33.64
9,2020-09-01T00:00:00Z,12,19231J,2,Cage 2-6,3.216
9,2020-09-01T00:00:00Z,15,18291F,1,Cage 1-1,197.978
9,2020-09-01T00:00:00Z,15,18291F,1,Cage 1-2,6.001
9,2020-09-01T00:00:00Z,15,18291F,1,Cage 1-3,8.88
9,2020-09-01T00:00:00Z,15,18291F,1,Cage 1-4,66.731
9,2020-09-01T00:00:00Z,15,18291F,1,Cage 1-6,124.384
9,2020-09-01T00:00:00Z,15,18291F,2,Cage 2-1,82.485
9,2020-09-01T00:00:00Z,15,18291F,2,Cage 2-2,8.909
9,2020-09-01T00:00:00Z,15,18291F,2,Cage 2-3,192.326
9,2020-09-01T00:00:00Z,15,18291F,2,Cage 2-4,192.364
9,2020-09-01T00:00:00Z,15,18291F,2,Cage 2-5,21.439
9,2020-09-01T00:00:00Z,15,18291F,2,Cage 2-6,20.475
9,2020-09-01T00:00:00Z,15,18291F,3,Cage 3-1,7.394
9,2020-09-01T00:00:00Z,15,18291F,3,Cage 3-2,10.077
9,2020-09-01T00:00:00Z,15,18291F,3,Cage 3-3,7.014
9,2020-09-01T00:00:00Z,15,18291F,3,Cage 3-4,3.04
9,2020-09-01T00:00:00Z,18,16829E,2,Cage 2-1,628.919
9,2020-09-01T00:00:00Z,18,16829E,2,Cage 2-2,24.147
9,2020-09-01T00:00:00Z,18,16829E,2,Cage 2-3,2587.167
9,2020-09-01T00:00:00Z,18,16829E,2,Cage 2-4,23.828
9,2020-09-01T00:00:00Z,18,16829E,2,Cage 2-5,13.884
9,2020-09-01T00:00:00Z,18,16829E,2,Cage 2-6,49.443
9,2020-09-01T00:00:00Z,20,16509C,3,Cage 3-1,4.575
9,2020-09-01T00:00:00Z,20,16509C,3,Cage 3-2,2.617
9,2020-09-01T00:00:00Z,20,16509C,3,Cage 3-3,11844.467
9,2020-09-01T00:00:00Z,20,16509C,3,Cage 3-4,1.804
9,2020-09-01T00:00:00Z,20,16509C,3,Cage 3-5,31.052
9,2020-09-01T00:00:00Z,20,16509C,3,Cage 3-6,12.54
9,2020-09-01T00:00:00Z,25,14827B,2,Cage 2-1,23.594
9,2020-09-01T00:00:00Z,25,14827B,2,Cage 2-2,95.989
9,2020-09-01T00:00:00Z,25,14827B,2,Cage 2-3,1240.062
9,2020-09-01T00:00:00Z,25,14827B,2,Cage 2-4,63.064
9,2020-09-01T00:00:00Z,25,14827B,2,Cage 2-6,34.489
9,2020-09-01T00:00:00Z,25,14827B,3,Cage 3-2,36.903
9,2020-09-01T00:00:00Z,37,10793A,1,Cage 1-1,46.205
9,2020-09-01T00:00:00Z,37,10793A,1,Cage 1-2,8.531
9,2020-09-01T00:00:00Z,37,10793A,1,Cage 1-3,111.916
9,2020-09-01T00:00:00Z,37,10793A,1,Cage 1-4,10.89
9,2020-09-01T00:00:00Z,37,10793A,1,Cage 1-5,93.258
9,2020-09-01T00:00:00Z,37,10793A,1,Cage 1-6,6.676
9,2020-09-01T00:00:00Z,37,10793A,2,Cage 2-1,31.132
9,2020-09-01T00:00:00Z,37,10793A,2,Cage 2-2,1220.488
9,2020-09-01T00:00:00Z,37,10793A,2,Cage 2-3,49.391
9,2020-09-01T00:00:00Z,37,10793A,2,Cage 2-4,73.67
9,2020-09-01T00:00:00Z,37,10793A,2,Cage 2-5,272.734
9,2020-09-01T00:00:00Z,37,10793A,2,Cage 2-6,56
9,2020-09-01T01:00:00Z,12,19231J,2,Cage 2-1,9.436
9,2020-09-01T01:00:00Z,12,19231J,2,Cage 2-2,11.964
