Week,Day,Phase,Age_in_months,IdLabel,Cage_level,Cage_category,mean_duration
2,10,light,15,18291F,2,resting cages,8.078
2,10,light,15,18291F,2,water cages,5.488
2,10,light,18,16829E,2,food cages,90.985
2,10,light,18,16829E,2,resting cages,1034.378
2,10,light,18,16829E,2,water cages,3.177
2,10,light,20,16509C,3,food cages,81.431
2,10,light,20,16509C,3,resting cages,289.74
2,10,light,20,16509C,3,water cages,24.6
2,10,light,25,14827B,1,food cages,11.54
2,10,light,25,14827B,1,resting cages,326.733
2,10,light,25,14827B,1,water cages,8.871
2,10,light,25,14827B,2,food cages,7.465
2,10,light,25,14827B,2,resting cages,16.281
2,10,light,25,14827B,2,water cages,10.813
2,10,light,25,14827B,3,food cages,127.107
2,10,light,25,14827B,3,resting cages,19.682
2,10,light,25,14827B,3,water cages,3.609
2,10,light,37,10793A,1,food cages,65.627
2,10,light,37,10793A,1,resting cages,96.919
2,10,light,37,10793A,2,food cages,66.1
2,10,light,37,10793A,2,resting cages,526.189
2,10,light,37,10793A,2,water cages,21.109
2,10,light,37,10793A,3,food cages,114.624
2,10,light,37,10793A,3,resting cages,84.324
2,10,light,37,10793A,3,water cages,39.382
