Week,Time,Day,Age_in_months,IdLabel,sum_distance_hourly
1,2020-08-27T07:00:00Z,4,20,16509C,3807.14850943365
1,2020-08-27T09:00:00Z,4,20,16509C,3516.35492839124
1,2020-08-27T10:00:00Z,4,20,16509C,7726.2841114993
1,2020-08-26T12:00:00Z,4,25,14827B,4055.88401716957
1,2020-08-26T13:00:00Z,4,25,14827B,177.597860347472
1,2020-08-26T14:00:00Z,4,25,14827B,14619.363871705
1,2020-08-26T15:00:00Z,4,25,14827B,14154.9917815176
1,2020-08-26T16:00:00Z,4,25,14827B,11736.7688378053
1,2020-08-26T17:00:00Z,4,25,14827B,56532.4017078105
1,2020-08-26T18:00:00Z,4,25,14827B,54378.776517518
1,2020-08-26T19:00:00Z,4,25,14827B,34773.6678234316
1,2020-08-26T20:00:00Z,4,25,14827B,19340.4659608518
1,2020-08-26T22:00:00Z,4,25,14827B,5847.33063603633
1,2020-08-26T23:00:00Z,4,25,14827B,12742.8978917863
1,2020-08-27T00:00:00Z,4,25,14827B,35704.2548812662
1,2020-08-27T01:00:00Z,4,25,14827B,14205.897205062
1,2020-08-27T02:00:00Z,4,25,14827B,264
1,2020-08-27T03:00:00Z,4,25,14827B,1245.51618141033
1,2020-08-27T04:00:00Z,4,25,14827B,2037.77642909577
1,2020-08-27T05:00:00Z,4,25,14827B,309.597860347472
1,2020-08-27T06:00:00Z,4,25,14827B,7764.3465336346
1,2020-08-27T07:00:00Z,4,25,14827B,6842.72853111022
1,2020-08-27T09:00:00Z,4,25,14827B,7021.67979746782
1,2020-08-27T10:00:00Z,4,25,14827B,1351.97639436935
1,2020-08-27T11:00:00Z,4,25,14827B,3765.13560206565
1,2020-08-26T13:00:00Z,4,37,10793A,7439.96941774366
1,2020-08-26T14:00:00Z,4,37,10793A,5803.93495006781
1,2020-08-26T15:00:00Z,4,37,10793A,0
1,2020-08-26T16:00:00Z,4,37,10793A,1480.39144138989
1,2020-08-26T17:00:00Z,4,37,10793A,8164.12286832974
1,2020-08-26T18:00:00Z,4,37,10793A,6688.8740279724
1,2020-08-26T19:00:00Z,4,37,10793A,9220.36660375208
1,2020-08-26T20:00:00Z,4,37,10793A,355.195720694944
1,2020-08-26T21:00:00Z,4,37,10793A,8205.98955992057
1,2020-08-26T22:00:00Z,4,37,10793A,4675.92778731834
