IdLabel,DateTime_bin,Distance
10793A,3599.99999904633,177.597860347472
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,132
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,288.591406663469
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,0
10793A,3599.99999904633,363.534042422439
10793A,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,132
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,242
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,0
14827B,3599.99999904633,177.597860347472
