Week,Time,Day,Age_in_months,IdLabel,sum_distance_hourly
1,18:00:00,4,18,16829E,23548.3339538317
1,19:00:00,4,18,16829E,15109.0478068592
1,20:00:00,4,18,16829E,9909.29277428867
1,21:00:00,4,18,16829E,708.189267010941
1,22:00:00,4,18,16829E,9455.28207602603
1,23:00:00,4,18,16829E,14665.2477721327
1,12:00:00,4,20,16509C,4799.3506838126
1,13:00:00,4,20,16509C,24913.637426383
1,14:00:00,4,20,16509C,6351.31417081395
1,15:00:00,4,20,16509C,2234.1785687483
1,16:00:00,4,20,16509C,1483.97639436935
1,17:00:00,4,20,16509C,14523.6004914186
1,18:00:00,4,20,16509C,27724.9988084583
1,19:00:00,4,20,16509C,6588.73567151849
1,20:00:00,4,20,16509C,10057.230446554
1,21:00:00,4,20,16509C,25075.4717650027
1,22:00:00,4,20,16509C,13960.8176086388
1,23:00:00,4,20,16509C,26416.807332342
1,12:00:00,4,25,14827B,4055.88401716957
1,13:00:00,4,25,14827B,177.597860347472
1,14:00:00,4,25,14827B,14619.363871705
1,15:00:00,4,25,14827B,14154.9917815176
1,16:00:00,4,25,14827B,11736.7688378053
1,17:00:00,4,25,14827B,56532.4017078105
1,18:00:00,4,25,14827B,54378.776517518
1,19:00:00,4,25,14827B,34773.6678234316
1,20:00:00,4,25,14827B,19340.4659608518
1,22:00:00,4,25,14827B,5847.33063603633
1,23:00:00,4,25,14827B,12742.8978917863
1,13:00:00,4,37,10793A,7439.96941774366
1,14:00:00,4,37,10793A,5803.93495006781
1,15:00:00,4,37,10793A,0
1,16:00:00,4,37,10793A,1480.39144138989
1,17:00:00,4,37,10793A,8164.12286832974
1,18:00:00,4,37,10793A,6688.8740279724
1,19:00:00,4,37,10793A,9220.36660375208
1,20:00:00,4,37,10793A,355.195720694944
1,21:00:00,4,37,10793A,8205.98955992057
1,22:00:00,4,37,10793A,4675.92778731834
1,23:00:00,4,37,10793A,2176.90116911621
1,12:00:00,5,12,19231J,1437.38498770588
1,13:00:00,5,12,19231J,46140.1361255598
1,14:00:00,5,12,19231J,57600.4754843905
1,15:00:00,5,12,19231J,0
1,16:00:00,5,12,19231J,27391.938761695
1,17:00:00,5,12,19231J,85785.9267879797
1,18:00:00,5,12,19231J,46378.2335230907
1,19:00:00,5,12,19231J,31957.7326281479
1,20:00:00,5,12,19231J,42018.8890076036
1,21:00:00,5,12,19231J,28854.1391118892
1,22:00:00,5,12,19231J,177.597860347472
1,23:00:00,5,12,19231J,1728.1785687483
1,12:00:00,5,15,18291F,6431.05038761533
1,13:00:00,5,15,18291F,55083.02606726
1,14:00:00,5,15,18291F,33245.989654918
1,15:00:00,5,15,18291F,11102.1552213009
1,16:00:00,5,15,18291F,1306.37853402188
1,17:00:00,5,15,18291F,3842.66469084398
1,18:00:00,5,15,18291F,35394.4534977908
1,19:00:00,5,15,18291F,6045.90557747742
1,20:00:00,5,15,18291F,1038.79358104242
1,21:00:00,5,15,18291F,16026.1905022924
1,22:00:00,5,15,18291F,32916.0031697788
1,23:00:00,5,15,18291F,37994.0786630647
1,12:00:00,5,18,16829E,1792.58070840083
1,13:00:00,5,18,16829E,12277.6735174159
1,14:00:00,5,18,16829E,1792.58070840083
1,16:00:00,5,18,16829E,13317.2455630274
1,17:00:00,5,18,16829E,26843.6761484871
1,18:00:00,5,18,16829E,10169.4927395622
1,19:00:00,5,18,16829E,1455.19572069494
1,20:00:00,5,18,16829E,14730.0391440698
1,21:00:00,5,18,16829E,16038.6198524706
1,22:00:00,5,18,16829E,7654.10775185636
1,23:00:00,5,18,16829E,2629.57425471683
1,12:00:00,5,20,16509C,13504.6047359973
1,13:00:00,5,20,16509C,29998.1687144172
1,14:00:00,5,20,16509C,26588.4029835841
1,16:00:00,5,20,16509C,3212.15496311766
1,17:00:00,5,20,16509C,24918.2760443078
1,18:00:00,5,20,16509C,10065.2798669207
1,19:00:00,5,20,16509C,2699.37428944325
1,20:00:00,5,20,16509C,23398.3490703051
1,21:00:00,5,20,16509C,6615.31417081395
1,22:00:00,5,20,16509C,24842.9039639699
1,23:00:00,5,20,16509C,21505.9189068112
1,12:00:00,5,25,14827B,11896.7760005547
1,13:00:00,5,25,14827B,0
1,14:00:00,5,25,14827B,15949.6793787763
1,15:00:00,5,25,14827B,6954.3313451018
1,16:00:00,5,25,14827B,7778.91205350263
1,17:00:00,5,25,14827B,50972.3978447322
1,18:00:00,5,25,14827B,35813.8419489504
1,19:00:00,5,25,14827B,5114.32992697086
1,20:00:00,5,25,14827B,19450.8944730149
1,21:00:00,5,25,14827B,2568.36783575924
1,22:00:00,5,25,14827B,15530.1052184601
1,23:00:00,5,25,14827B,31787.8855553166
1,12:00:00,5,37,10793A,1151.98930173736
1,13:00:00,5,37,10793A,8089.42396799311
1,14:00:00,5,37,10793A,2745.57646382219
1,15:00:00,5,37,10793A,487.195720694944
1,16:00:00,5,37,10793A,1483.97639436935
1,17:00:00,5,37,10793A,6624.85616696029
1,18:00:00,5,37,10793A,9785.06699427907
1,19:00:00,5,37,10793A,4890.40586128947
1,21:00:00,5,37,10793A,0
1,22:00:00,5,37,10793A,0
1,23:00:00,5,37,10793A,2946.94633505471
1,12:00:00,6,12,19231J,2369.76352172777
1,14:00:00,6,12,19231J,19108.4797934791
1,15:00:00,6,12,19231J,4007.13560206565
1,16:00:00,6,12,19231J,71036.4664415644
1,17:00:00,6,12,19231J,38036.4311290229
1,18:00:00,6,12,19231J,16354.9040647501
1,19:00:00,6,12,19231J,1437.38498770588
1,20:00:00,6,12,19231J,3960.15496311766
1,21:00:00,6,12,19231J,15844.8304264618
1,22:00:00,6,12,19231J,27552.5794991442
1,23:00:00,6,12,19231J,24750.5492903655
1,12:00:00,6,15,18291F,3105.69475015863
1,13:00:00,6,15,18291F,5610.26971394092
1,14:00:00,6,15,18291F,11458.135079124
1,15:00:00,6,15,18291F,3430.94633505471
1,16:00:00,6,15,18291F,40038.7605157048
1,17:00:00,6,15,18291F,27863.0884164198
1,18:00:00,6,15,18291F,13952.408328578
1,19:00:00,6,15,18291F,4247.75282346513
1,20:00:00,6,15,18291F,2686.70615748674
1,21:00:00,6,15,18291F,839.195720694944
1,22:00:00,6,15,18291F,16556.4378426098
1,23:00:00,6,15,18291F,21796.6128758449
1,12:00:00,6,18,16829E,1593.97639436935
