IdLabel,mean_pianka,Age_in_months
10793A,0.834381318558508,37
14827B,0.864165536505845,25
16509C,0.541514459202802,20
16829E,0.648180789173969,18
18291F,0.859558828213851,15
19231J,0.864352167772472,12
